spid,spid_legacy,chid,stkc,stkc_unit,tested_conc,tested_conc_unit,MTT
TP0000413F02,TX009641,42219,20,mM,20,uM,99.8
TP0000454F02,TX009641,42219,20,mM,20,uM,99.8
TP0000463A07,TX009641,42219,20,mM,20,uM,99.8
TP0000824H03,TX009641,42219,20,mM,20,uM,99.8
TP0000851A05,TX009641,42219,20,mM,20,uM,99.8
TP0000900C11,TX009641,42219,19.9,mM,20,uM,99.8
TP0000960B06,TX009641,42219,20,mM,20,uM,99.8
TP0000986F07,TX009641,42219,20,mM,20,uM,99.8
TP0000987F07,TX009641,42219,20,mM,20,uM,99.8
TP0001054D09,TX009641,42219,20,mM,20,uM,99.8
TP0001063D09,TX009641,42219,20,mM,20,uM,99.8
TP0001206J16,TX009641,42219,21.4,mM,20,uM,99.8
TP0001293D06,TX009641,42219,21.4,mM,20,uM,99.8
TP0001109B11,TX009652,21391,100,mM,10,uM,91.4
TP0001291E12,TX009652,21391,100,mM,10,uM,91.4
TP0001112H03,TX009662,26298,100,mM,100,uM,100.8
TP0001112F04,TX009664,27282,100,mM,100,uM,100.3
TP0001111D04,TX009710,24624,100,mM,100,uM,85.2
TP0001110D12,TX009720,20233,100,mM,100,uM,76.9
TP0001112G03,TX009736,32345,90.4,mM,0.9,uM,100.6
TP0001054A06,TX009742,27200,20,mM,20,uM,97
TP0001063A06,TX009742,27200,20,mM,20,uM,97
TP0001206G06,TX009742,27200,20,mM,20,uM,97
TP0001112B02,TX009750,26314,50,mM,0.5,uM,112.1
TP0001109H07,TX009766,22391,100,mM,10,uM,100.6
TP0001112C03,TX009790,23868,100,mM,1,uM,108.1
TP0001058F02,TX009792,33664,22,mM,22,uM,86.8
TP0001067F02,TX009792,33664,22,mM,22,uM,86.8
TP0001291E06,TX009792,33664,22,mM,22,uM,86.8
TP0001109H08,TX009802,45191,100,mM,100,uM,94.9
TP0001113C09,TX009808,29298,100,mM,100,uM,99.9
TP0001109C02,TX009816,47497,50,mM,50,uM,100.2
TP0001111D05,TX009828,32591,100,mM,100,uM,94.6
TP0001114C08,TX009841,29164,100,mM,100,uM,101.6
TP0001113A10,TX009862,35589,50,mM,0.5,uM,98.9
TP0001113E06,TX009864,34260,100,mM,100,uM,103.9
TP0001111C02,TX009872,21863,100,mM,100,uM,108.1
TP0001110B03,TX009893,47103,20,mM,20,uM,93.9
TP0001112C02,TX009907,34700,100,mM,100,uM,106.6
TP0001111E03,TX009943,27899,100,mM,100,uM,101
TP0001112E01,TX009957,41557,100,mM,100,uM,98.3
TP0001109D06,TX009977,24993,100,mM,100,uM,99.2
TP0001111E05,TX009987,26946,100,mM,100,uM,97.6
TP0001109H06,TX010001,47433,100,mM,100,uM,86.6
TP0000960A05,TX010009,47429,9.4,mM,9.4,uM,98.5
TP0000986C07,TX010009,47429,9.4,mM,9.4,uM,98.5
TP0000987C07,TX010009,47429,10,mM,9.4,uM,98.5
TP0001043O01,TX010009,47429,9.4,mM,9.4,uM,98.5
TP0001056H10,TX010009,47429,9.4,mM,9.4,uM,98.5
TP0001065H10,TX010009,47429,10,mM,9.4,uM,98.5
TP0001207J04,TX010009,47429,10,mM,9.4,uM,98.5
TP0001110F04,TX010035,40484,100,mM,100,uM,87.5
TP0001112C11,TX010052,21243,20,mM,0.2,uM,99.6
TP0001113B03,TX010056,25300,100,mM,10,uM,105.1
TP0001112E03,TX010068,26241,100,mM,100,uM,90.5
TP0000864A06,TX010069,24911,20,mM,20,uM,100.8
TP0001078H03,TX010069,24911,20,mM,20,uM,100.8
TP0001094H03,TX010069,24911,20,mM,20,uM,100.8
TP0001222C06,TX010069,24911,20,mM,20,uM,100.8
TP0001140C10,TX010111,47400,5,mM,5,uM,96.2
TP0001181H04,TX010111,47400,5,mM,5,uM,96.2
TP0001222B01,TX010111,47400,5,mM,5,uM,96.2
TP0001111E07,TX010112,20114,44,mM,4.4,uM,83.6
TP0001113B11,TX010165,29565,20,mM,20,uM,95.7
TP0001109G03,TX010177,47517,50,mM,50,uM,99.6
TP0001114B06,TX010183,29572,100,mM,10,uM,55
TP0001110C11,TX010199,47425,100,mM,100,uM,94.9
TP0001075D12,TX010202,31089,13.2,mM,13.2,uM,89.4
TP0001091D12,TX010202,31089,13.2,mM,13.2,uM,89.4
TP0001222F04,TX010202,31089,13.2,mM,13.2,uM,89.4
TP0001111D06,TX010217,24255,100,mM,100,uM,104.5
TP0001114G02,TX010228,32315,100,mM,1,uM,84.9
TP0001109B12,TX010235,27721,100,mM,100,uM,132.2
TP0001111F06,TX010291,20656,100,mM,100,uM,102.5
TP0001113C02,TX010297,22628,100,mM,100,uM,111.3
TP0001112D06,TX010299,22394,100,mM,10,uM,101.9
TP0001111E11,TX010325,41981,100,mM,100,uM,100.1
TP0001140D09,TX010330,47546,5,mM,5,uM,93.8
TP0001181B05,TX010330,47546,5,mM,5,uM,93.8
TP0001222A01,TX010330,47546,5,mM,5,uM,93.8
TP0000394G02,TX010334,25271,20,mM,20,uM,91.8
TP0000410G02,TX010334,25271,20,mM,20,uM,91.8
TP0000412G02,TX010334,25271,20,mM,20,uM,91.8
TP0000413G02,TX010334,25271,20,mM,20,uM,91.8
TP0000454G02,TX010334,25271,20,mM,20,uM,91.8
TP0000463A08,TX010334,25271,20,mM,20,uM,91.8
TP0000813B07,TX010334,25271,20,mM,20,uM,91.8
TP0000900A03,TX010334,25271,20,mM,20,uM,91.8
TP0000948A08,TX010334,25271,20,mM,20,uM,91.8
TP0000962A08,TX010334,25271,20,mM,20,uM,91.8
TP0000974A08,TX010334,25271,20,mM,20,uM,91.8
TP0001056G08,TX010334,25271,20,mM,20,uM,91.8
TP0001065G08,TX010334,25271,20,mM,20,uM,91.8
TP0001120H02,TX010334,25271,20,mM,20,uM,91.8
TP0001206M06,TX010334,25271,20,mM,20,uM,91.8
TP0001109C01,TX010353,29325,100,mM,100,uM,94.4
TP0000394D12,TX010357,47565,10,mM,10,uM,95.9
TP0000410D12,TX010357,47565,10,mM,10,uM,95.9
TP0000412D12,TX010357,47565,10,mM,10,uM,95.9
TP0000413D12,TX010357,47565,10,mM,10,uM,95.9
TP0000455D06,TX010357,47565,10,mM,10,uM,95.9
TP0000472A03,TX010357,47565,10,mM,10,uM,95.9
TP0000824E03,TX010357,47565,10,mM,10,uM,95.9
TP0000849A10,TX010357,47565,10,mM,10,uM,95.9
TP0000881D05,TX010357,47565,10,mM,10,uM,95.9
TP0000950D06,TX010357,47565,10,mM,10,uM,95.9
TP0000966D12,TX010357,47565,10,mM,10,uM,95.9
TP0000978D12,TX010357,47565,10,mM,10,uM,95.9
TP0001059C06,TX010357,47565,10,mM,10,uM,95.9
TP0001068C06,TX010357,47565,10,mM,10,uM,95.9
TP0001208M13,TX010357,47565,10,mM,10,uM,95.9
TP0001293E05,TX010357,47565,5,mM,10,uM,95.9
TP0000717A06,TX010358,26446,20,mM,20,uM,88.4
TP0000728A06,TX010358,26446,20,mM,20,uM,88.4
TP0000750A06,TX010358,26446,20,mM,20,uM,88.4
TP0000761E06,TX010358,26446,20,mM,20,uM,88.4
TP0000788B05,TX010358,26446,20,mM,20,uM,88.4
TP0000791A11,TX010358,26446,20,mM,20,uM,88.4
TP0000795A11,TX010358,26446,20,mM,20,uM,88.4
TP0000801A03,TX010358,26446,20,mM,20,uM,88.4
TP0000827B11,TX010358,26446,20,mM,20,uM,88.4
TP0000833C12,TX010358,26446,20,mM,20,uM,88.4
TP0000905F05,TX010358,26446,20,mM,20,uM,88.4
TP0000953D04,TX010358,26446,20,mM,20,uM,88.4
TP0000967D04,TX010358,26446,20,mM,20,uM,88.4
TP0000979D04,TX010358,26446,20,mM,20,uM,88.4
TP0001042A16,TX010358,26446,20,mM,20,uM,88.4
TP0001056B01,TX010358,26446,20,mM,20,uM,88.4
TP0001065B01,TX010358,26446,20,mM,20,uM,88.4
TP0001150A03,TX010358,26446,20,mM,20,uM,88.4
TP0001208K03,TX010358,26446,20,mM,20,uM,88.4
TP0001111H08,TX010366,22436,100,mM,100,uM,101.1
TP0001109D04,TX010572,47590,100,mM,100,uM,97.6
TP0001060F03,TX010870,31864,100,mM,100,uM,96.2
TP0001070C10,TX010870,31864,100,mM,100,uM,96.2
TP0001112G08,TX010993,24986,100,mM,100,uM,94.3
TP0001111B05,TX011176,26342,100,mM,100,uM,101.2
TP0001109C06,TX011208,47633,20,mM,20,uM,99.8
TP0001114D04,TX011231,27014,100,mM,100,uM,97.7
TP0001076D09,TX011236,31290,20,mM,20,uM,91.8
TP0001092D09,TX011236,31290,20,mM,20,uM,91.8
TP0001222E04,TX011236,31290,20,mM,20,uM,91.8
TP0001113H12,TX011250,22100,100,mM,100,uM,93.2
TP0001111G10,TX011264,40792,100,mM,100,uM,108.2
TP0001114G03,TX011276,21639,50,mM,50,uM,98.3
TP0001112C06,TX011349,25291,100,mM,100,uM,97
TP0001113D12,TX011371,22411,20,mM,20,uM,97.2
TP0000866A08,TX011414,41759,20,mM,0.2,uM,108
TP0001077A10,TX011414,41759,20,mM,0.2,uM,108
TP0001093A10,TX011414,41759,20,mM,0.2,uM,108
TP0001219H12,TX011414,41759,20,mM,0.2,uM,108
TP0001109F11,TX011420,21937,100,mM,100,uM,99.3
TP0001111H02,TX011425,25886,100,mM,100,uM,101.7
TP0001112H10,TX011469,26880,100,mM,100,uM,107
TP0001111E10,TX011482,25436,100,mM,1,uM,110.4
TP0001111A10,TX011545,27997,100,mM,100,uM,109.8
TP0001109A03,TX011564,47611,100,mM,100,uM,97.9
TP0001109H11,TX011571,21553,50,mM,50,uM,95.8
TP0000396G06,TX011613,41097,12.6,mM,12.7,uM,97.4
TP0000434G06,TX011613,41097,12.6,mM,12.7,uM,97.4
TP0000436G06,TX011613,41097,12.6,mM,12.7,uM,97.4
TP0000437G06,TX011613,41097,12.6,mM,12.7,uM,97.4
TP0000458G06,TX011613,41097,12.6,mM,12.7,uM,97.4
TP0000488A07,TX011613,41097,12.6,mM,12.7,uM,97.4
TP0000815G07,TX011613,41097,12.7,mM,12.7,uM,97.4
TP0000847A05,TX011613,41097,12.7,mM,12.7,uM,97.4
TP0000902B09,TX011613,41097,12.7,mM,12.7,uM,97.4
TP0000951E08,TX011613,41097,12.7,mM,12.7,uM,97.4
TP0000965E08,TX011613,41097,12.7,mM,12.7,uM,97.4
TP0000977E08,TX011613,41097,12.7,mM,12.7,uM,97.4
TP0001062G04,TX011613,41097,12.7,mM,12.7,uM,97.4
TP0001071G04,TX011613,41097,12.7,mM,12.7,uM,97.4
TP0000394G06,TX011622,47542,20,mM,2,uM,31.8
TP0000410G06,TX011622,47542,20,mM,2,uM,31.8
TP0000412G06,TX011622,47542,20,mM,2,uM,31.8
TP0000413G06,TX011622,47542,20,mM,2,uM,31.8
TP0000454G06,TX011622,47542,20,mM,2,uM,31.8
TP0000467A03,TX011622,47542,20,mM,2,uM,31.8
TP0000821D01,TX011622,47542,20,mM,2,uM,31.8
TP0000852A10,TX011622,47542,20,mM,2,uM,31.8
TP0000902F03,TX011622,47542,20,mM,2,uM,31.8
TP0000948B07,TX011622,47542,20,mM,2,uM,31.8
TP0000962B07,TX011622,47542,20,mM,2,uM,31.8
TP0000974B07,TX011622,47542,20,mM,2,uM,31.8
TP0001054D06,TX011622,47542,20,mM,2,uM,31.8
TP0001063D06,TX011622,47542,20,mM,2,uM,31.8
TP0001207H01,TX011622,47542,20,mM,2,uM,31.8
TP0000395H05,TX011625,22588,18.9,mM,18.88,uM,87.7
TP0000422H05,TX011625,22588,18.9,mM,18.88,uM,87.7
TP0000424H05,TX011625,22588,18.9,mM,18.88,uM,87.7
TP0000425H05,TX011625,22588,18.9,mM,18.88,uM,87.7
TP0000456H05,TX011625,22588,18.9,mM,18.88,uM,87.7
TP0000477A02,TX011625,22588,18.9,mM,18.88,uM,87.7
TP0000824F03,TX011625,22588,20,mM,18.88,uM,87.7
TP0000905A08,TX011625,22588,18.9,mM,18.88,uM,87.7
TP0000948E04,TX011625,22588,18.9,mM,18.88,uM,87.7
TP0000962E04,TX011625,22588,18.9,mM,18.88,uM,87.7
TP0000974E04,TX011625,22588,20,mM,18.88,uM,87.7
TP0001059C10,TX011625,22588,18.9,mM,18.88,uM,87.7
TP0001068C10,TX011625,22588,20,mM,18.88,uM,87.7
TP0001291F07,TX011625,22588,20,mM,18.88,uM,87.7
TP0000395H06,TX011630,47598,20,mM,20,uM,88.8
TP0000422H06,TX011630,47598,20,mM,20,uM,88.8
TP0000424H06,TX011630,47598,20,mM,20,uM,88.8
TP0000425H06,TX011630,47598,20,mM,20,uM,88.8
TP0000456H06,TX011630,47598,20,mM,20,uM,88.8
TP0000477A11,TX011630,47598,20,mM,20,uM,88.8
TP0000822H08,TX011630,47598,20,mM,20,uM,88.8
TP0000851A09,TX011630,47598,20,mM,20,uM,88.8
TP0000881C08,TX011630,47598,20,mM,20,uM,88.8
TP0000948A09,TX011630,47598,20,mM,20,uM,88.8
TP0000962A09,TX011630,47598,20,mM,20,uM,88.8
TP0000974A09,TX011630,47598,20,mM,20,uM,88.8
TP0001055E07,TX011630,47598,20,mM,20,uM,88.8
TP0001064E07,TX011630,47598,20,mM,20,uM,88.8
TP0001206K19,TX011630,47598,20,mM,20,uM,88.8
TP0001293F06,TX011630,47598,20,mM,20,uM,88.8
TP0000395H04,TX011636,47394,10,mg/ml,10,mg/l,96
TP0000422H04,TX011636,47394,10,mg/ml,10,mg/l,96
TP0000424H04,TX011636,47394,10,mg/ml,10,mg/l,96
TP0000425H04,TX011636,47394,10,mg/ml,10,mg/l,96
TP0000456H04,TX011636,47394,10,mg/ml,10,mg/l,96
TP0000476A03,TX011636,47394,10,mg/ml,10,mg/l,96
TP0000819B01,TX011636,47394,10,mg/ml,10,mg/l,96
TP0000843A08,TX011636,47394,10,mg/ml,10,mg/l,96
TP0000903C04,TX011636,47394,10,mg/ml,10,mg/l,96
TP0000951B09,TX011636,47394,10,mg/ml,10,mg/l,96
TP0000965B09,TX011636,47394,10,mg/ml,10,mg/l,96
TP0000977B09,TX011636,47394,10,mg/ml,10,mg/l,96
TP0001056D11,TX011636,47394,10,mg/ml,10,mg/l,96
TP0001065D11,TX011636,47394,10,mg/ml,10,mg/l,96
TP0001207E01,TX011636,47394,10,mg/ml,10,mg/l,96
TP0001290A10,TX011636,47394,10,mg/ml,10,mg/l,96
TP0000395C07,TX011638,43709,10,mM,10,uM,98.1
TP0000422C07,TX011638,43709,10,mM,10,uM,98.1
TP0000424C07,TX011638,43709,10,mM,10,uM,98.1
TP0000425C07,TX011638,43709,10,mM,10,uM,98.1
TP0000457C01,TX011638,43709,10,mM,10,uM,98.1
TP0000501A04,TX011638,43709,10,mM,10,uM,98.1
TP0000823B03,TX011638,43709,10,mM,10,uM,98.1
TP0000848A08,TX011638,43709,10,mM,10,uM,98.1
TP0000900H10,TX011638,43709,10,mM,10,uM,98.1
TP0000951B11,TX011638,43709,10,mM,10,uM,98.1
TP0000965B11,TX011638,43709,10,mM,10,uM,98.1
TP0000977B11,TX011638,43709,10,mM,10,uM,98.1
TP0001058D03,TX011638,43709,10,mM,10,uM,98.1
TP0001067D03,TX011638,43709,10,mM,10,uM,98.1
TP0001206G09,TX011638,43709,10,mM,10,uM,98.1
TP0000786B07,TX011660,48176,6.89,mM,12.5,uM,95.5
TP0000788B01,TX011660,48176,6.89,mM,12.5,uM,95.5
TP0000791A07,TX011660,48176,6.89,mM,12.5,uM,95.5
TP0000795A07,TX011660,48176,6.89,mM,12.5,uM,95.5
TP0000800A09,TX011660,48176,6.89,mM,12.5,uM,95.5
TP0000827B07,TX011660,48176,12.5,mM,12.5,uM,95.5
TP0000833F12,TX011660,48176,6.89,mM,12.5,uM,95.5
TP0000902D03,TX011660,48176,6.9,mM,12.5,uM,95.5
TP0000951G09,TX011660,48176,6.89,mM,12.5,uM,95.5
TP0000965G09,TX011660,48176,6.89,mM,12.5,uM,95.5
TP0000977G09,TX011660,48176,12.5,mM,12.5,uM,95.5
TP0001057G08,TX011660,48176,12.5,mM,12.5,uM,95.5
TP0001066G08,TX011660,48176,12.5,mM,12.5,uM,95.5
TP0001153A08,TX011660,48176,12.5,mM,12.5,uM,95.5
TP0001206P07,TX011660,48176,12.5,mM,12.5,uM,95.5
TP0001290G04,TX011660,48176,12.5,mM,12.5,uM,95.5
TP0000786E05,TX011664,48175,20,mM,20,uM,101.3
TP0000788G05,TX011664,48175,20,mM,20,uM,101.3
TP0000791D05,TX011664,48175,20,mM,20,uM,101.3
TP0000795D05,TX011664,48175,20,mM,20,uM,101.3
TP0000804A07,TX011664,48175,20,mM,20,uM,101.3
TP0000827E05,TX011664,48175,20,mM,20,uM,101.3
TP0000833A04,TX011664,48175,20,mM,20,uM,101.3
TP0000881A11,TX011664,48175,20,mM,20,uM,101.3
TP0000961E05,TX011664,48175,20,mM,20,uM,101.3
TP0000963E12,TX011664,48175,20,mM,20,uM,101.3
TP0000975E12,TX011664,48175,20,mM,20,uM,101.3
TP0001056A02,TX011664,48175,20,mM,20,uM,101.3
TP0001065A02,TX011664,48175,20,mM,20,uM,101.3
TP0001150A10,TX011664,48175,20,mM,20,uM,101.3
TP0001208G05,TX011664,48175,20,mM,20,uM,101.3
TP0001292F11,TX011664,48175,20,mM,20,uM,101.3
TP0000394E04,TX011720,20501,14.5,mM,14.5,uM,98.2
TP0000410E04,TX011720,20501,14.5,mM,14.5,uM,98.2
TP0000412E04,TX011720,20501,14.5,mM,14.5,uM,98.2
TP0000413E04,TX011720,20501,14.5,mM,14.5,uM,98.2
TP0000454E04,TX011720,20501,14.5,mM,14.5,uM,98.2
TP0000465A03,TX011720,20501,14.5,mM,14.5,uM,98.2
TP0000813C05,TX011720,20501,14.5,mM,14.5,uM,98.2
TP0000904H07,TX011720,20501,14.5,mM,14.5,uM,98.2
TP0000958H07,TX011720,20501,14.5,mM,14.5,uM,98.2
TP0000972H07,TX011720,20501,14.5,mM,14.5,uM,98.2
TP0000984H07,TX011720,20501,14.5,mM,14.5,uM,98.2
TP0001056C12,TX011720,20501,14.5,mM,14.5,uM,98.2
TP0001065C12,TX011720,20501,14.5,mM,14.5,uM,98.2
TP0001206E13,TX011720,20501,14.5,mM,14.5,uM,98.2
TP0001291E08,TX011720,20501,14.5,mM,14.5,uM,98.2
TP0001179F05,TX011877,40145,12,mM,12,uM,95.5
TP0001182F05,TX011877,40145,12,mM,12,uM,95.5
TP0001222A03,TX011877,40145,12,mM,12,uM,95.5
TP0001179H05,TX011879,48494,10,mM,10,uM,92.1
TP0001182H05,TX011879,48494,10,mM,10,uM,92.1
TP0001222H02,TX011879,48494,10,mM,10,uM,92.1
TP0001179E06,TX011884,41744,10,mM,10,uM,93.7
TP0001182E06,TX011884,41744,10,mM,10,uM,93.7
TP0001222G02,TX011884,41744,10,mM,10,uM,93.7
TP0001179G06,TX011886,25170,10,mM,10,uM,89.5
TP0001182G06,TX011886,25170,10,mM,10,uM,89.5
TP0001222F02,TX011886,25170,10,mM,10,uM,89.5
TP0001221H11,TX011893,21628,100,mM,100,uM,91.8
TP0001179C07,TX011894,40784,10,mM,10,uM,94.7
TP0001182C07,TX011894,40784,10,mM,10,uM,94.7
TP0001222E02,TX011894,40784,10,mM,10,uM,94.7
TP0001179H07,TX011903,28011,10,mM,10,uM,93.8
TP0001182H07,TX011903,28011,10,mM,10,uM,93.8
TP0001222D02,TX011903,28011,10,mM,10,uM,93.8
TP0001221B08,TX011905,47727,100,mM,100,uM,101.1
TP0001219H04,TX011910,24904,100,mM,100,uM,97.6
TP0000958C10,TX012209,24882,20,mM,2,uM,61.3
TP0000972C10,TX012209,24882,20,mM,2,uM,61.3
TP0000984C10,TX012209,24882,20,mM,2,uM,61.3
TP0001041A08,TX012209,24882,20,mM,2,uM,61.3
TP0001060G01,TX012209,24882,20,mM,2,uM,61.3
TP0001069G01,TX012209,24882,20,mM,2,uM,61.3
TP0001119B09,TX012209,24882,20,mM,2,uM,61.3
TP0001206P16,TX012209,24882,20,mM,2,uM,61.3
TP0000958F11,TX012211,22364,20,mM,20,uM,90.7
TP0000972F11,TX012211,22364,20,mM,20,uM,90.7
TP0000984F11,TX012211,22364,20,mM,20,uM,90.7
TP0001041C10,TX012211,22364,20,mM,20,uM,90.7
TP0001055B06,TX012211,22364,20,mM,20,uM,90.7
TP0001064B06,TX012211,22364,20,mM,20,uM,90.7
TP0001206I14,TX012211,22364,20,mM,20,uM,90.7
TP0000786E07,TX012263,48514,20,mM,20,uM,83.9
TP0000788H01,TX012263,48514,20,mM,20,uM,83.9
TP0000791D07,TX012263,48514,20,mM,20,uM,83.9
TP0000795D07,TX012263,48514,20,mM,20,uM,83.9
TP0000804A09,TX012263,48514,20,mM,20,uM,83.9
TP0000827E07,TX012263,48514,20,mM,20,uM,83.9
TP0000833D04,TX012263,48514,20,mM,20,uM,83.9
TP0000900C03,TX012263,48514,20,mM,20,uM,83.9
TP0000959A03,TX012263,48514,20,mM,20,uM,83.9
TP0000973A03,TX012263,48514,20,mM,20,uM,83.9
TP0000985A03,TX012263,48514,20,mM,20,uM,83.9
TP0001062C02,TX012263,48514,20,mM,20,uM,83.9
TP0001071C02,TX012263,48514,20,mM,20,uM,83.9
TP0001155A03,TX012263,48514,20,mM,20,uM,83.9
TP0001207K14,TX012263,48514,20,mM,20,uM,83.9
TP0001290C03,TX012263,48514,20,mM,20,uM,83.9
TP0000786G08,TX012264,48518,20,mM,2,uM,97
TP0000789D02,TX012264,48518,20,mM,2,uM,97
TP0000791F08,TX012264,48518,20,mM,2,uM,97
TP0000795F08,TX012264,48518,20,mM,2,uM,97
TP0000807A07,TX012264,48518,20,mM,2,uM,97
TP0000827G08,TX012264,48518,20,mM,2,uM,97
TP0000833E04,TX012264,48518,20,mM,2,uM,97
TP0000881A02,TX012264,48518,20,mM,2,uM,97
TP0000959G03,TX012264,48518,20,mM,2,uM,97
TP0000973G02,TX012264,48518,20,mM,2,uM,97
TP0000985G02,TX012264,48518,20,mM,2,uM,97
TP0001056B02,TX012264,48518,20,mM,2,uM,97
TP0001065B02,TX012264,48518,20,mM,2,uM,97
TP0001155A02,TX012264,48518,20,mM,2,uM,97
TP0001207N01,TX012264,48518,20,mM,2,uM,97
TP0001290B03,TX012264,48518,20,mM,2,uM,97
TP0000786E01,TX012265,48513,16.3,mM,1.63,uM,100.6
TP0000788G01,TX012265,48513,16.3,mM,1.63,uM,100.6
TP0000791D01,TX012265,48513,16.3,mM,1.63,uM,100.6
TP0000795D01,TX012265,48513,16.3,mM,1.63,uM,100.6
TP0000804A02,TX012265,48513,16.3,mM,1.63,uM,100.6
TP0000827E01,TX012265,48513,16.3,mM,1.63,uM,100.6
TP0000833F04,TX012265,48513,16.3,mM,1.63,uM,100.6
TP0000901E09,TX012265,48513,16.3,mM,1.63,uM,100.6
TP0000959D10,TX012265,48513,16.3,mM,1.63,uM,100.6
TP0000969D12,TX012265,48513,16.3,mM,1.63,uM,100.6
TP0000981D12,TX012265,48513,16.3,mM,1.63,uM,100.6
TP0001054G09,TX012265,48513,16.3,mM,1.63,uM,100.6
TP0001063G09,TX012265,48513,16.3,mM,1.63,uM,100.6
TP0001153A07,TX012265,48513,16.3,mM,1.63,uM,100.6
TP0001207G23,TX012265,48513,16.3,mM,1.63,uM,100.6
TP0001290F04,TX012265,48513,16.3,mM,1.63,uM,100.6
TP0000786E06,TX012266,48512,20,mM,2,uM,96.3
TP0000788G06,TX012266,48512,20,mM,2,uM,96.3
TP0000791D06,TX012266,48512,20,mM,2,uM,96.3
TP0000795D06,TX012266,48512,20,mM,2,uM,96.3
TP0000804A08,TX012266,48512,20,mM,2,uM,96.3
TP0000827E06,TX012266,48512,20,mM,2,uM,96.3
TP0000833G04,TX012266,48512,20,mM,2,uM,96.3
TP0000881F05,TX012266,48512,20,mM,2,uM,96.3
TP0000959F09,TX012266,48512,20,mM,2,uM,96.3
TP0000970F12,TX012266,48512,20,mM,2,uM,96.3
TP0000982F12,TX012266,48512,20,mM,2,uM,96.3
TP0001057B11,TX012266,48512,20,mM,2,uM,96.3
TP0001066B11,TX012266,48512,20,mM,2,uM,96.3
TP0001154A04,TX012266,48512,20,mM,2,uM,96.3
TP0001206G20,TX012266,48512,20,mM,2,uM,96.3
TP0001290H07,TX012266,48512,20,mM,2,uM,96.3
TP0000786G07,TX012267,48520,20,mM,20,uM,96.6
TP0000789D01,TX012267,48520,20,mM,20,uM,96.6
TP0000791F07,TX012267,48520,20,mM,20,uM,96.6
TP0000795F07,TX012267,48520,20,mM,20,uM,96.6
TP0000807A05,TX012267,48520,20,mM,20,uM,96.6
TP0000827G07,TX012267,48520,20,mM,20,uM,96.6
TP0000833H04,TX012267,48520,20,mM,20,uM,96.6
TP0000880B04,TX012267,48520,20,mM,20,uM,96.6
TP0000959A09,TX012267,48520,20,mM,20,uM,96.6
TP0000970A12,TX012267,48520,20,mM,20,uM,96.6
TP0000982A12,TX012267,48520,20,mM,20,uM,96.6
TP0001060C11,TX012267,48520,20,mM,20,uM,96.6
TP0001069C11,TX012267,48520,20,mM,20,uM,96.6
TP0001154A09,TX012267,48520,20,mM,20,uM,96.6
TP0001208D03,TX012267,48520,20,mM,20,uM,96.6
TP0000786F07,TX012268,48516,20,mM,20,uM,72.2
TP0000789B01,TX012268,48516,20,mM,20,uM,72.2
TP0000791E07,TX012268,48516,20,mM,20,uM,72.2
TP0000795E07,TX012268,48516,20,mM,20,uM,72.2
TP0000806A02,TX012268,48516,20,mM,20,uM,72.2
TP0000827F07,TX012268,48516,20,mM,20,uM,72.2
TP0000833A05,TX012268,48516,20,mM,20,uM,72.2
TP0000900C12,TX012268,48516,20,mM,20,uM,72.2
TP0000959H08,TX012268,48516,20,mM,20,uM,72.2
TP0000970H12,TX012268,48516,20,mM,20,uM,72.2
TP0000982H12,TX012268,48516,20,mM,20,uM,72.2
TP0001061G08,TX012268,48516,20,mM,20,uM,72.2
TP0001070G08,TX012268,48516,20,mM,20,uM,72.2
TP0001155A06,TX012268,48516,20,mM,20,uM,72.2
TP0001208F10,TX012268,48516,20,mM,20,uM,72.2
TP0001290E03,TX012268,48516,20,mM,20,uM,72.2
TP0000790A02,TX012269,48519,20,mM,2,uM,81.5
TP0000792A02,TX012269,48519,20,mM,2,uM,81.5
TP0000796A02,TX012269,48519,20,mM,2,uM,81.5
TP0000799C02,TX012269,48519,20,mM,2,uM,81.5
TP0000810A10,TX012269,48519,20,mM,2,uM,81.5
TP0000828C02,TX012269,48519,20,mM,2,uM,81.5
TP0000833B05,TX012269,48519,20,mM,2,uM,81.5
TP0000901A12,TX012269,48519,20,mM,2,uM,81.5
TP0000959A07,TX012269,48519,20,mM,2,uM,81.5
TP0000971H12,TX012269,48519,20,mM,2,uM,81.5
TP0000983H12,TX012269,48519,20,mM,2,uM,81.5
TP0001061A05,TX012269,48519,20,mM,2,uM,81.5
TP0001070A05,TX012269,48519,20,mM,2,uM,81.5
TP0001150A02,TX012269,48519,20,mM,2,uM,81.5
TP0001206H09,TX012269,48519,20,mM,2,uM,81.5
TP0001290G03,TX012269,48519,20,mM,2,uM,81.5
TP0000789H01,TX012270,48521,18,mM,18,uM,95.2
TP0000791H07,TX012270,48521,18,mM,18,uM,95.2
TP0000795H07,TX012270,48521,18,mM,18,uM,95.2
TP0000799B07,TX012270,48521,18,mM,18,uM,95.2
TP0000810A02,TX012270,48521,18,mM,18,uM,95.2
TP0000828B07,TX012270,48521,18,mM,18,uM,95.2
TP0000833A06,TX012270,48521,18,mM,18,uM,95.2
TP0000902E04,TX012270,48521,18,mM,18,uM,95.2
TP0000959D03,TX012270,48521,18,mM,18,uM,95.2
TP0000973D03,TX012270,48521,18,mM,18,uM,95.2
TP0000985D03,TX012270,48521,18,mM,18,uM,95.2
