spid,spid_legacy,chid,stkc,stkc_unit,tested_conc,tested_conc_unit,MTT
TP0001113A04,TX001118,41492,100,mM,100,uM,95.4
TP0001112B12,TX001132,34929,100,mM,100,uM,82.8
TP0001110A05,TX001134,44865,100,mM,1,uM,112.6
TP0001109E07,TX001140,42171,50,mM,50,uM,98.2
TP0001111H11,TX001166,32639,100,mM,100,uM,109.5
TP0001112B10,TX001178,40360,100,mM,100,uM,107
TP0001111E02,TX001184,41544,50,mM,50,uM,90.6
TP0001110E07,TX001222,44815,100,mM,100,uM,104.4
TP0001109A08,TX001230,44818,100,mM,100,uM,101.2
TP0000865G06,TX001247,28015,20,mM,20,uM,88.3
TP0001079B01,TX001247,28015,20,mM,20,uM,88.3
TP0001095B01,TX001247,28015,20,mM,20,uM,88.3
TP0001222E05,TX001247,28015,20,mM,20,uM,88.3
TP0001110E02,TX0012711,21518,100,mM,100,uM,93.1
TP0001110A12,TX0012712,26641,100,mM,100,uM,98.6
TP0001113B06,TX0012713,34005,100,mM,100,uM,102.1
TP0001114H05,TX0012714,29692,100,mM,100,uM,95.9
TP0001112C10,TX0012715,29167,20,mM,20,uM,111.2
TP0001112C12,TX0012716,27036,100,mM,100,uM,110.2
TP0001113G03,TX0012717,20076,100,mM,100,uM,102.1
TP0001112A07,TX0012718,21921,100,mM,100,uM,104.6
TP0001111A01,TX0012719,35616,100,mM,100,uM,104
TP0001113G10,TX0012720,27525,50,mM,50,uM,100.1
TP0001110H09,TX0012721,21006,50,mM,50,uM,103
TP0001110D10,TX0012722,29653,77.6,mM,77.62,uM,95.8
TP0001110D11,TX0012723,27072,50,mM,50,uM,99
TP0001113F01,TX0012724,21138,100,mM,100,uM,92.7
TP0001114C07,TX0012725,21517,100,mM,100,uM,93.2
TP0001112H05,TX0012726,24553,100,mM,100,uM,97.4
TP0001111B12,TX0012727,24311,20,mM,20,uM,105
TP0001114B09,TX0012728,27550,100,mM,100,uM,88.5
TP0001112B05,TX0012729,47448,100,mM,100,uM,97.9
TP0001113A08,TX0012730,41661,100,mM,100,uM,96.6
TP0001109F07,TX0012731,23602,100,mM,100,uM,94.4
TP0001111F01,TX0012732,42191,100,mM,100,uM,100.1
TP0001109C07,TX0012733,27461,100,mM,100,uM,97.8
TP0001110D09,TX0012734,20354,100,mM,100,uM,105.2
TP0001114H01,TX0012735,44390,100,mM,100,uM,97.9
TP0001111C09,TX0012736,44823,20,mM,20,uM,105.1
TP0001109G02,TX0012737,25363,100,mM,100,uM,98.9
TP0001113C10,TX0012738,25148,100,mM,100,uM,95.7
TP0001114B07,TX0012739,32558,100,mM,10,uM,35.9
TP0001179A01,TX0012741,34869,20,mM,20,uM,78.3
TP0001182A01,TX0012741,34869,20,mM,20,uM,78.3
TP0001219F09,TX0012741,34869,20,mM,20,uM,78.3
TP0001222G11,TX0012745,36545,50,mM,0.5,uM,107.7
TP0001223F02,TX0012750,52301,100,mM,100,uM,97.1
TP0001179A02,TX0012757,52101,11.8,mM,11.8,uM,97
TP0001182A02,TX0012757,52101,11.8,mM,11.8,uM,97
TP0001222C02,TX0012757,52101,11.8,mM,11.8,uM,97
TP0001219C05,TX0012762,22125,100,mM,100,uM,98.7
TP0001179G02,TX0012769,52043,20,mM,20,uM,88.1
TP0001182G02,TX0012769,52043,20,mM,20,uM,88.1
TP0001219F07,TX0012769,52043,20,mM,20,uM,88.1
TP0001179C03,TX0012774,52620,20,mM,20,uM,86.6
TP0001182C03,TX0012774,52620,20,mM,20,uM,86.6
TP0001219G07,TX0012774,52620,20,mM,20,uM,86.6
TP0001219A05,TX0012777,49697,100,mM,1,uM,76.8
TP0001114G08,TX001343,22510,100,mM,100,uM,95.7
TP0001111D11,TX001350,21847,100,mM,100,uM,114.5
TP0000396H08,TX001394,23977,20,mM,20,uM,94.1
TP0000434H08,TX001394,23977,20,mM,20,uM,94.1
TP0000436H08,TX001394,23977,20,mM,20,uM,94.1
TP0000437H08,TX001394,23977,20,mM,20,uM,94.1
TP0000459H02,TX001394,23977,20,mM,20,uM,94.1
TP0000490A05,TX001394,23977,20,mM,20,uM,94.1
TP0000814D10,TX001394,23977,20,mM,20,uM,94.1
TP0000901F01,TX001394,23977,20,mM,20,uM,94.1
TP0000953H11,TX001394,23977,20,mM,20,uM,94.1
TP0000967H11,TX001394,23977,20,mM,20,uM,94.1
TP0000979H11,TX001394,23977,20,mM,20,uM,94.1
TP0001061F09,TX001394,23977,20,mM,20,uM,94.1
TP0001070F09,TX001394,23977,20,mM,20,uM,94.1
TP0001206C09,TX001394,23977,20,mM,20,uM,94.1
TP0001293C05,TX001394,23977,20,mM,20,uM,94.1
TP0001111F02,TX001399,26997,50,mM,50,uM,104.9
TP0001113B09,TX001400,27153,100,mM,100,uM,100.1
TP0000235F01,TX001440,24182,20,mM,20,uM,102.8
TP0000248F01,TX001440,24182,20,mM,20,uM,102.8
TP0000824D07,TX001440,24182,20,mM,20,uM,102.8
TP0000884F05,TX001440,24182,20,mM,20,uM,102.8
TP0000886J10,TX001440,24182,20,mM,20,uM,102.8
TP0000951F07,TX001440,24182,20,mM,20,uM,102.8
TP0000965F07,TX001440,24182,20,mM,20,uM,102.8
TP0000977F07,TX001440,24182,20,mM,20,uM,102.8
TP0001041A10,TX001440,24182,20,mM,20,uM,102.8
TP0001194E18,TX001440,24182,20,mM,20,uM,102.8
TP0001291B09,TX001440,24182,20,mM,20,uM,102.8
TP0000270B04,TX001556,26132,8.4,mM,8.4,uM,96.3
TP0000306B04,TX001556,26132,8.4,mM,8.4,uM,96.3
TP0000307B04,TX001556,26132,8.4,mM,8.4,uM,96.3
TP0000343A10,TX001556,26132,8.4,mM,8.4,uM,96.3
TP0000391B04,TX001556,26132,8.4,mM,8.4,uM,96.3
TP0000392B04,TX001556,26132,8.4,mM,8.4,uM,96.3
TP0000821F07,TX001556,26132,8.4,mM,8.4,uM,96.3
TP0000901A04,TX001556,26132,8.4,mM,8.4,uM,96.3
TP0000960G02,TX001556,26132,8.4,mM,8.4,uM,96.3
TP0000986E08,TX001556,26132,8.4,mM,8.4,uM,96.3
TP0000987E08,TX001556,26132,8.4,mM,8.4,uM,96.3
TP0001060C03,TX001556,26132,8.4,mM,8.4,uM,96.3
TP0001069C03,TX001556,26132,8.4,mM,8.4,uM,96.3
TP0001207O05,TX001556,26132,8.4,mM,8.4,uM,96.3
TP0001293A06,TX001556,26132,8.4,mM,8.4,uM,96.3
TP0000882B04,TX001593,21100,10,mM,10,uM,94.6
TP0000886E07,TX001593,21100,10,mM,10,uM,94.6
TP0000882G06,TX001595,32464,10,mM,10,uM,96
TP0000886C12,TX001595,32464,10,mM,10,uM,96
TP0000238D02,TX001598,34566,20,mM,0.2,uM,82.5
TP0000253D02,TX001598,34566,20,mM,0.2,uM,82.5
TP0000820E01,TX001598,34566,20,mM,0.2,uM,82.5
TP0000882G07,TX001598,34566,20,mM,0.2,uM,82.5
TP0000886C14,TX001598,34566,20,mM,0.2,uM,82.5
TP0000951E09,TX001598,34566,20,mM,0.2,uM,82.5
TP0000965E09,TX001598,34566,20,mM,0.2,uM,82.5
TP0000977E09,TX001598,34566,20,mM,0.2,uM,82.5
TP0001043N19,TX001598,34566,20,mM,0.2,uM,82.5
TP0001194K04,TX001598,34566,20,mM,0.2,uM,82.5
TP0001292D06,TX001598,34566,20,mM,0.2,uM,82.5
TP0000884D02,TX001609,20449,10,mM,10,uM,100.8
TP0000886F04,TX001609,20449,10,mM,10,uM,100.8
TP0001120B11,TX001609,20449,10,mM,10,uM,100.8
TP0000885A12,TX001612,22018,8.9,mM,8.9,uM,104.5
TP0000887C23,TX001612,22018,8.9,mM,8.9,uM,104.5
TP0000884H03,TX001620,25599,23.7,mM,0.24,uM,92.8
TP0000886N06,TX001620,25599,23.7,mM,0.24,uM,92.8
TP0001113E07,TX001632,25395,100,mM,100,uM,98.1
TP0001113F12,TX001689,25018,50,mM,50,uM,95.9
TP0001109G12,TX001697,25102,100,mM,100,uM,95.9
TP0000131C05,TX001698,26183,20,mM,20,uM,97.7
TP0000267A04,TX001698,26183,20,mM,20,uM,97.7
TP0000288A04,TX001698,26183,20,mM,20,uM,97.7
TP0000311A09,TX001698,26183,20,mM,20,uM,97.7
TP0000370A04,TX001698,26183,20,mM,20,uM,97.7
TP0000371A04,TX001698,26183,20,mM,20,uM,97.7
TP0000822B06,TX001698,26183,20,mM,20,uM,97.7
TP0000901F04,TX001698,26183,20,mM,20,uM,97.7
TP0000951G06,TX001698,26183,20,mM,20,uM,97.7
TP0000965G06,TX001698,26183,20,mM,20,uM,97.7
TP0000977G06,TX001698,26183,20,mM,20,uM,97.7
TP0001055A12,TX001698,26183,20,mM,20,uM,97.7
TP0001064A12,TX001698,26183,20,mM,20,uM,97.7
TP0001207O01,TX001698,26183,20,mM,20,uM,97.7
TP0001291D10,TX001698,26183,20,mM,20,uM,97.7
TP0001114C01,TX001701,24922,100,mM,100,uM,105.7
TP0001057F05,TX001705,20605,100,mM,100,uM,92.2
TP0001066F05,TX001705,20605,100,mM,100,uM,92.2
TP0001292H01,TX001705,20605,100,mM,100,uM,92.2
TP0001061A03,TX001708,21808,100,mM,100,uM,98.4
TP0001070A03,TX001708,21808,100,mM,100,uM,98.4
TP0001291C07,TX001708,21808,100,mM,100,uM,98.4
TP0000131C10,TX001712,24913,20,mM,20,uM,94.9
TP0000397F02,TX001712,24913,20,mM,20,uM,94.9
TP0000447F02,TX001712,24913,20,mM,20,uM,94.9
TP0000448F02,TX001712,24913,20,mM,20,uM,94.9
TP0000459H05,TX001712,24913,20,mM,20,uM,94.9
TP0000493A02,TX001712,24913,20,mM,20,uM,94.9
TP0000814C12,TX001712,24913,20,mM,20,uM,94.9
TP0000881E01,TX001712,24913,20,mM,20,uM,94.9
TP0000954D05,TX001712,24913,20,mM,20,uM,94.9
TP0000968D05,TX001712,24913,20,mM,20,uM,94.9
TP0000980D05,TX001712,24913,20,mM,20,uM,94.9
TP0001059G10,TX001712,24913,20,mM,20,uM,94.9
TP0001068G10,TX001712,24913,20,mM,20,uM,94.9
TP0001121C01,TX001712,24913,20,mM,20,uM,94.9
TP0001207G14,TX001712,24913,20,mM,20,uM,94.9
TP0001056E01,TX001716,21643,100,mM,100,uM,99
TP0001065E01,TX001716,21643,100,mM,100,uM,99
TP0001292G01,TX001716,21643,100,mM,100,uM,99
TP0000131D01,TX001735,21106,10.2,mM,10.2,uM,79.9
TP0000267E07,TX001735,21106,10.2,mM,10.2,uM,79.9
TP0000288E07,TX001735,21106,10.2,mM,10.2,uM,79.9
TP0000314A10,TX001735,21106,10.2,mM,10.2,uM,79.9
TP0000370E07,TX001735,21106,10.2,mM,10.2,uM,79.9
TP0000372E01,TX001735,21106,10.2,mM,10.2,uM,79.9
TP0000689A06,TX001735,21106,10.2,mM,10.2,uM,79.9
TP0000818D10,TX001735,21106,10.2,mM,10.2,uM,79.9
TP0000903D11,TX001735,21106,10.2,mM,10.2,uM,79.9
TP0000959E10,TX001735,21106,10.2,mM,10.2,uM,79.9
TP0000969E12,TX001735,21106,10.2,mM,10.2,uM,79.9
TP0000981E12,TX001735,21106,10.2,mM,10.2,uM,79.9
TP0001055A02,TX001735,21106,10.2,mM,10.2,uM,79.9
TP0001064A02,TX001735,21106,10.2,mM,10.2,uM,79.9
TP0001121F07,TX001735,21106,10.2,mM,10.2,uM,79.9
TP0001206L17,TX001735,21106,10.2,mM,10.2,uM,79.9
TP0001291H05,TX001735,21106,10.2,mM,10.2,uM,79.9
TP0001077B10,TX001757,25485,20,mM,20,uM,78.5
TP0001093B10,TX001757,25485,20,mM,20,uM,78.5
TP0001219D11,TX001757,25485,20,mM,20,uM,78.5
TP0001113F10,TX001775,24681,100,mM,100,uM,102.4
TP0000396B10,TX001784,26645,20,mM,20,uM,96.1
TP0000434B10,TX001784,26645,20,mM,20,uM,96.1
TP0000436B10,TX001784,26645,20,mM,20,uM,96.1
TP0000437B10,TX001784,26645,20,mM,20,uM,96.1
TP0000459B04,TX001784,26645,20,mM,20,uM,96.1
TP0000491A07,TX001784,26645,20,mM,20,uM,96.1
TP0000816G07,TX001784,26645,20,mM,20,uM,96.1
TP0000901E11,TX001784,26645,20,mM,20,uM,96.1
TP0000949B05,TX001784,26645,20,mM,20,uM,96.1
TP0000963B05,TX001784,26645,20,mM,20,uM,96.1
TP0000975B05,TX001784,26645,20,mM,20,uM,96.1
TP0001059G01,TX001784,26645,20,mM,20,uM,96.1
TP0001068G01,TX001784,26645,20,mM,20,uM,96.1
TP0001206G10,TX001784,26645,20,mM,20,uM,96.1
TP0001291F08,TX001784,26645,20,mM,20,uM,96.1
TP0001110F07,TX001787,26879,100,mM,100,uM,105.3
TP0001111F07,TX001793,22480,100,mM,100,uM,100.7
TP0001109A01,TX001796,27852,100,mM,100,uM,96.4
TP0000396A08,TX001801,20877,20,mM,20,uM,92
TP0000434A08,TX001801,20877,20,mM,20,uM,92
TP0000436A08,TX001801,20877,20,mM,20,uM,92
TP0000437A08,TX001801,20877,20,mM,20,uM,92
TP0000459A02,TX001801,20877,20,mM,20,uM,92
TP0000489A08,TX001801,20877,20,mM,20,uM,92
TP0000814E02,TX001801,20877,20,mM,20,uM,92
TP0000901A11,TX001801,20877,20,mM,20,uM,92
TP0000957F08,TX001801,20877,20,mM,20,uM,92
TP0000971F08,TX001801,20877,20,mM,20,uM,92
TP0000983F08,TX001801,20877,20,mM,20,uM,92
TP0001054G10,TX001801,20877,20,mM,20,uM,92
TP0001063G10,TX001801,20877,20,mM,20,uM,92
TP0001120D07,TX001801,20877,20,mM,20,uM,92
TP0001207B23,TX001801,20877,20,mM,20,uM,92
TP0001292E07,TX001801,20877,20,mM,20,uM,92
TP0001111F03,TX001810,21907,100,mM,100,uM,101.7
TP0000396A09,TX001830,21544,20,mM,20,uM,95.7
TP0000434A09,TX001830,21544,20,mM,20,uM,95.7
TP0000436A09,TX001830,21544,20,mM,20,uM,95.7
TP0000437A09,TX001830,21544,20,mM,20,uM,95.7
TP0000459A03,TX001830,21544,20,mM,20,uM,95.7
TP0000490A07,TX001830,21544,20,mM,20,uM,95.7
TP0000819C02,TX001830,21544,20,mM,20,uM,95.7
TP0000905D06,TX001830,21544,20,mM,20,uM,95.7
TP0000957B07,TX001830,21544,20,mM,20,uM,95.7
TP0000971B07,TX001830,21544,20,mM,20,uM,95.7
TP0000983B07,TX001830,21544,20,mM,20,uM,95.7
TP0001057E04,TX001830,21544,20,mM,20,uM,95.7
TP0001066E04,TX001830,21544,20,mM,20,uM,95.7
TP0001121C06,TX001830,21544,20,mM,20,uM,95.7
TP0001206H13,TX001830,21544,20,mM,20,uM,95.7
TP0001290G06,TX001830,21544,20,mM,20,uM,95.7
TP0000133D03,TX001843,25791,20,mM,20,uM,87.4
TP0000267B12,TX001843,25791,20,mM,20,uM,87.4
TP0000288B12,TX001843,25791,20,mM,20,uM,87.4
TP0000318A11,TX001843,25791,20,mM,20,uM,87.4
TP0000370B12,TX001843,25791,20,mM,20,uM,87.4
TP0000372B06,TX001843,25791,20,mM,20,uM,87.4
TP0000822B08,TX001843,25791,20,mM,20,uM,87.4
TP0000901B11,TX001843,25791,20,mM,20,uM,87.4
TP0000949C06,TX001843,25791,20,mM,20,uM,87.4
TP0000963C06,TX001843,25791,20,mM,20,uM,87.4
TP0000975C06,TX001843,25791,20,mM,20,uM,87.4
TP0001054C05,TX001843,25791,20,mM,20,uM,87.4
TP0001063C05,TX001843,25791,20,mM,20,uM,87.4
TP0001206O09,TX001843,25791,20,mM,20,uM,87.4
TP0001292E11,TX001843,25791,20,mM,20,uM,87.4
TP0001061F04,TX001876,24087,100,mM,100,uM,88.9
TP0001070F04,TX001876,24087,100,mM,100,uM,88.9
TP0001112H08,TX001881,29146,100,mM,100,uM,97.1
TP0000133D08,TX001882,20507,20.7,mM,20.7,uM,99.5
TP0000267D02,TX001882,20507,20.7,mM,20.7,uM,99.5
TP0000288D02,TX001882,20507,20.7,mM,20.7,uM,99.5
TP0000310A04,TX001882,20507,20.7,mM,20.7,uM,99.5
TP0000370D02,TX001882,20507,20.7,mM,20.7,uM,99.5
TP0000371D02,TX001882,20507,20.7,mM,20.7,uM,99.5
TP0000821F02,TX001882,20507,20.7,mM,20.7,uM,99.5
TP0000880A10,TX001882,20507,20.7,mM,20.7,uM,99.5
TP0000952H03,TX001882,20507,20.7,mM,20.7,uM,99.5
TP0000966H03,TX001882,20507,20.7,mM,20.7,uM,99.5
TP0000978H03,TX001882,20507,20.7,mM,20.7,uM,99.5
TP0001054C01,TX001882,20507,20.7,mM,20.7,uM,99.5
TP0001063C01,TX001882,20507,20.7,mM,20.7,uM,99.5
TP0001120G08,TX001882,20507,19.8,mM,20.7,uM,99.5
TP0001207I02,TX001882,20507,20.7,mM,20.7,uM,99.5
TP0001290C09,TX001882,20507,20.7,mM,20.7,uM,99.5
TP0001058D01,TX001887,21837,100,mM,100,uM,103.1
TP0001067D01,TX001887,21837,100,mM,100,uM,103.1
TP0001060A12,TX001903,23996,100,mM,100,uM,99.1
TP0001069A12,TX001903,23996,100,mM,100,uM,99.1
TP0000133F09,TX001907,20515,20,mM,20,uM,87.2
TP0000267F03,TX001907,20515,20,mM,20,uM,87.2
TP0000288F03,TX001907,20515,20,mM,20,uM,87.2
TP0000311A05,TX001907,20515,20,mM,20,uM,87.2
TP0000348A03,TX001907,20515,20.1,mM,20,uM,87.2
TP0000370F03,TX001907,20515,20,mM,20,uM,87.2
TP0000371F03,TX001907,20515,20,mM,20,uM,87.2
TP0000819D12,TX001907,20515,20,mM,20,uM,87.2
TP0000903H06,TX001907,20515,19.8,mM,20,uM,87.2
TP0000952F02,TX001907,20515,20,mM,20,uM,87.2
TP0000966F02,TX001907,20515,20,mM,20,uM,87.2
TP0000978F02,TX001907,20515,20,mM,20,uM,87.2
TP0001055F11,TX001907,20515,20,mM,20,uM,87.2
TP0001064F11,TX001907,20515,20,mM,20,uM,87.2
TP0001292A09,TX001907,20515,34.2,mM,20,uM,87.2
TP0001114F07,TX001919,25427,100,mM,100,uM,97.3
TP0001054E09,TX001921,21124,100,mM,100,uM,99.8
TP0001063E09,TX001921,21124,100,mM,100,uM,99.8
TP0000269D07,TX002104,21402,20.8,mM,20.8,uM,94.1
TP0000300D07,TX002104,21402,20.8,mM,20.8,uM,94.1
TP0000308D07,TX002104,21402,20.8,mM,20.8,uM,94.1
