spid,spid_legacy,chid,stkc,stkc_unit,tested_conc_unit,CONC1,CONC2,CONC3,CONC4,CONC5,CONC6,CONC1_MTT,CONC2_MTT,CONC3_MTT,CONC4_MTT,CONC5_MTT,CONC6_MTT
TP0000883G09,BF00128324,40363,100,mM,uM,1,0.33,0.11,0.04,0.01,0,112.56,98.65,84.98,90.13,93.95,102.47
TP0000886H17,BF00128324,40363,100,mM,uM,1,0.33,0.11,0.04,0.01,0,112.56,98.65,84.98,90.13,93.95,102.47
TP0000883C02,BF00128329,24195,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,100.61,92.08,94.76,105.48,114.01,105.97
TP0000886K04,BF00128329,24195,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,100.61,92.08,94.76,105.48,114.01,105.97
TP0000882C11,BF00128330,22111,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,91.44,95.61,107.92,99.36,91.22,106.53
TP0000886G21,BF00128330,22111,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,91.44,95.61,107.92,99.36,91.22,106.53
TP0000885B03,BF00128332,21268,50,mM,uM,50,16.67,5.56,1.85,0.62,0.21,92.7,100.54,86.82,103.42,88.2,103.54
TP0000887C06,BF00128332,21268,50,mM,uM,50,16.67,5.56,1.85,0.62,0.21,92.7,100.54,86.82,103.42,88.2,103.54
TP0000883F12,BF00128340,24793,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,97.14,99.12,102.18,100.33,96.71,97.14
TP0000886F23,BF00128340,24793,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,97.14,99.12,102.18,100.33,96.71,97.14
TP0000884B06,BF00128344,20764,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,92.32,100.05,104.13,105.17,111.23,101.93
TP0000886N11,BF00128344,20764,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,92.32,100.05,104.13,105.17,111.23,101.93
TP0000883H07,BF00128346,21948,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,100.91,98.9,102.77,94.68,104.2,97.76
TP0000886J13,BF00128346,21948,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,100.91,98.9,102.77,94.68,104.2,97.76
TP0000884B10,BF00128349,20112,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,97.42,98.23,97.42,100.35,99.34,88.83
TP0000886N19,BF00128349,20112,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,97.42,98.23,97.42,100.35,99.34,88.83
TP0000883A09,BF00128353,20182,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,97.15,101.73,105.16,86.4,101.35,98.6
TP0000886G18,BF00128353,20182,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,97.15,101.73,105.16,86.4,101.35,98.6
TP0000882G11,BF00128355,34973,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,90.37,98.5,105.89,99.68,85.76,96.25
TP0000886C22,BF00128355,34973,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,90.37,98.5,105.89,99.68,85.76,96.25
TP0000883D11,BF00128356,32655,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,108.42,112.8,100.12,108.42,96.66,106.34
TP0000886M22,BF00128356,32655,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,108.42,112.8,100.12,108.42,96.66,106.34
TP0000883C07,BF00131805,34586,100,mM,uM,1,0.33,0.11,0.04,0.01,0,95.3,104.26,100.51,105.22,100.51,99.41
TP0000886K14,BF00131805,34586,100,mM,uM,1,0.33,0.11,0.04,0.01,0,95.3,104.26,100.51,105.22,100.51,99.41
TP0000882F07,BF00131806,34773,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,177.22,175.19,168.1,154.94,123.54,126.58
TP0000886M13,BF00131806,34773,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,177.22,175.19,168.1,154.94,123.54,126.58
TP0000882B07,BF00131807,34456,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,89.66,115.2,117.7,101.83,106.84,110.78
TP0000886E13,BF00131807,34456,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,89.66,115.2,117.7,101.83,106.84,110.78
TP0000884H10,BF00131808,35957,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,130.08,103.76,105.01,112.53,105.26,114.04
TP0000886N20,BF00131808,35957,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,130.08,103.76,105.01,112.53,105.26,114.04
TP0000884A04,BF10128140,32493,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,117.26,105.38,95.74,98.88,104.48,111.21
TP0000886G08,BF10128140,32493,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,117.26,105.38,95.74,98.88,104.48,111.21
TP0000884A12,BF10128353,20182,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,116.14,100.22,89.69,94.62,98.65,98.21
TP0000886L23,BF10128353,20182,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,116.14,100.22,89.69,94.62,98.65,98.21
TP0000884B12,BF20128140,32493,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,96.34,93.5,85.16,85.37,96.54,96.75
TP0000886N23,BF20128140,32493,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,96.34,93.5,85.16,85.37,96.54,96.75
TP0000238H01,TX000789,34928,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,91.08,109.54,98.91,98.79,98.91,121.11
TP0000253H01,TX000789,34928,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,91.08,109.54,98.91,98.79,98.91,121.11
TP0000818F05,TX000789,34928,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,91.08,109.54,98.91,98.79,98.91,121.11
TP0000882F09,TX000789,34928,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,91.08,109.54,98.91,98.79,98.91,121.11
TP0000886M17,TX000789,34928,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,91.08,109.54,98.91,98.79,98.91,121.11
TP0000953E05,TX000789,34928,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,91.08,109.54,98.91,98.79,98.91,121.11
TP0000967E05,TX000789,34928,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,91.08,109.54,98.91,98.79,98.91,121.11
TP0000979E05,TX000789,34928,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,91.08,109.54,98.91,98.79,98.91,121.11
TP0001043J09,TX000789,34928,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,91.08,109.54,98.91,98.79,98.91,121.11
TP0001194K05,TX000789,34928,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,91.08,109.54,98.91,98.79,98.91,121.11
TP0001077H10,TX001083,34769,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,101.51,99.39,106.17,103.56,98.32,102.41
TP0001093H10,TX001083,34769,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,101.51,99.39,106.17,103.56,98.32,102.41
TP0001219H10,TX001083,34769,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,101.51,99.39,106.17,103.56,98.32,102.41
TP0001109H02,TX001106,41978,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,76.45,99.33,96.17,97.14,99.82,112.6
TP0001112B12,TX001132,34929,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,50.85,100.72,99.88,98.31,109.54,95.77
TP0001109E07,TX001140,42171,50,mM,uM,50,16.67,5.56,1.85,0.62,0.21,108.59,99.43,94.85,102.29,103.44,95.88
TP0001111E02,TX001184,41544,50,mM,uM,50,16.67,5.56,1.85,0.62,0.21,84.71,84.85,80.69,78.1,76.24,70.35
TP0001113F01,TX0012724,21138,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,53.19,101.82,108.03,106.5,92.44,95.72
TP0001109C07,TX0012733,27461,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,108.3,101.05,91.7,95.67,102.11,101.52
TP0001114B07,TX0012739,32558,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,19.58,23.78,23.89,75.64,96.39,97.55
TP0001179A01,TX0012741,34869,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,89.81,97.11,95.44,98.85,103.77,101.78
TP0001182A01,TX0012741,34869,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,89.81,97.11,95.44,98.85,103.77,101.78
TP0001219F09,TX0012741,34869,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,89.81,97.11,95.44,98.85,103.77,101.78
TP0000882B04,TX001593,21100,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,98.36,96.75,95.52,95.77,94.41,88.86
TP0000886E07,TX001593,21100,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,98.36,96.75,95.52,95.77,94.41,88.86
TP0000882G06,TX001595,32464,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,95.73,110.01,103.49,91.56,102.81,106.75
TP0000886C12,TX001595,32464,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,95.73,110.01,103.49,91.56,102.81,106.75
TP0001113F12,TX001689,25018,50,mM,uM,50,16.67,5.56,1.85,0.62,0.21,110.95,115.52,112.71,113.42,90.69,96.43
TP0001077B10,TX001757,25485,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,103.77,118.03,108.2,105.3,102.86,105.68
TP0001093B10,TX001757,25485,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,103.77,118.03,108.2,105.3,102.86,105.68
TP0001219D11,TX001757,25485,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,103.77,118.03,108.2,105.3,102.86,105.68
TP0001114F01,TX002231,21815,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,105.71,98.98,86.03,88.89,96.23,97.35
TP0001112A10,TX002330,32630,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,79.59,110.87,111.59,106.76,116.06,100.97
TP0001111E01,TX002436,21152,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,95.48,107.11,85.28,88.3,100.36,96.2
TP0001112A03,TX002640,22405,50,mM,uM,50,16.67,5.56,1.85,0.62,0.21,88.79,83.07,88.31,91.72,90.01,100.73
TP0001113C06,TX002674,37494,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,96.23,104.12,93.09,98.43,91.47,100.17
TP0001113B12,TX002910,41512,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,99.13,104.12,97.74,106.09,92.98,103.08
TP0001113G09,TX002934,32675,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,86.48,84.21,83.85,97.25,89.95,94.26
TP0001110A03,TX003076,21758,50,mM,uM,50,16.67,5.56,1.85,0.62,0.21,101.01,99.44,102.58,100.11,86.42,107.86
TP0001112H07,TX003164,41514,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,131.21,103.01,122.57,107.56,97.9,106.77
TP0001112H11,TX003170,20766,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,128.14,103.92,129.28,140.53,99.6,105.4
TP0001110H10,TX003216,29320,50,mM,uM,50,16.67,5.56,1.85,0.62,0.21,124.6,106.15,98.89,91.33,111.59,95.87
TP0001114G09,TX003238,41274,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,113.66,105.84,102.09,105.84,92.62,100.11
TP0001110B10,TX003240,24598,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,97.84,97.06,93.84,93.84,99.72,94.07
TP0001111D09,TX003282,41491,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,109.26,116.58,85.43,86.72,103.66,102.94
TP0001109A05,TX003294,40794,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,97.78,103.63,96.14,97.54,100.12,88.89
TP0001112A08,TX003350,22409,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,88.43,92.2,96.95,92.08,100.24,111.57
TP0001111B11,TX003572,40372,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,94.95,95.19,87.64,91.42,94.7,101.4
TP0000866C08,TX003751,37498,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,89.99,96.94,101.19,101.35,99.88,101.02
TP0001079E03,TX003751,37498,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,89.99,96.94,101.19,101.35,99.88,101.02
TP0001095E03,TX003751,37498,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,89.99,96.94,101.19,101.35,99.88,101.02
TP0001219H11,TX003751,37498,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,89.99,96.94,101.19,101.35,99.88,101.02
TP0001109E12,TX003871,20621,50,mM,uM,50,16.67,5.56,1.85,0.62,0.21,92.15,92.76,102.5,95.07,94.83,103.59
TP0001110B11,TX003879,41252,50,mM,uM,50,16.67,5.56,1.85,0.62,0.21,107.38,87.41,95.84,96.84,106.71,102.5
TP0001112D01,TX003893,35708,100,mM,uM,1,0.33,0.11,0.04,0.01,0,107.34,99.44,96.5,88.93,91.19,96.38
TP0001113A12,TX004059,34583,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,95.49,98.72,96.38,98.27,92.7,104.74
TP0001109E04,TX004193,22123,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,56.36,94.62,81.9,91.07,95.53,95.99
TP0000864E05,TX004206,41629,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,96.63,108.69,105.28,106.03,107.36,101.62
TP0001077B06,TX004206,41629,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,96.63,108.69,105.28,106.03,107.36,101.62
TP0001093B06,TX004206,41629,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,96.63,108.69,105.28,106.03,107.36,101.62
TP0001222B06,TX004206,41629,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,96.63,108.69,105.28,106.03,107.36,101.62
TP0001113B02,TX004209,29262,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,113.09,104.96,107.52,107.41,100.06,109.42
TP0000867E05,TX004310,41502,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,109.11,131.49,132.95,128.79,122.02,110.15
TP0001076H06,TX004310,41502,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,109.11,131.49,132.95,128.79,122.02,110.15
TP0001092H06,TX004310,41502,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,109.11,131.49,132.95,128.79,122.02,110.15
TP0001220D01,TX004310,41502,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,109.11,131.49,132.95,128.79,122.02,110.15
TP0001114B10,TX004358,41422,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,102.21,94.29,89.86,102.8,99.42,102.33
TP0001114D03,TX004479,44571,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,108.51,93.71,90.33,107.58,98.6,106.41
TP0001111C05,TX004485,41794,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,78.51,90.08,79.85,88.25,90.44,97.63
TP0001113C12,TX004507,34598,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,97.62,131.63,92.86,101.57,95.88,102.26
TP0001112F01,TX004511,32688,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,77.33,75.98,89.21,90.88,92.55,95.26
TP0001112A05,TX004513,34601,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,42.63,90.62,103.9,104.99,113.64,113.89
TP0000865D12,TX004516,34250,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,93.03,99,100.91,96.02,94.77,97.43
TP0001077B05,TX004516,34250,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,93.03,99,100.91,96.02,94.77,97.43
TP0001093B05,TX004516,34250,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,93.03,99,100.91,96.02,94.77,97.43
TP0001219G10,TX004516,34250,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,93.03,99,100.91,96.02,94.77,97.43
TP0001112A01,TX004525,37541,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,82.34,87.45,94.4,94.52,96.95,101.71
TP0001140C08,TX004525,37541,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,82.34,87.45,94.4,94.52,96.95,101.71
TP0001111G09,TX004539,32533,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,23.55,31.54,11.29,64.19,89.39,108.68
TP0001111B10,TX004541,34324,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,95.63,102.13,97.28,101.89,100.35,110.4
TP0001110A02,TX004545,24046,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,100.79,97.01,105.68,98.35,94.69,102.26
TP0001112F09,TX004547,37539,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,90.73,102.56,115.97,104.26,105.17,104.6
TP0001111G05,TX004631,22366,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,65.56,103.03,92.01,98.21,91.32,103.86
TP0001113D04,TX004809,37754,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,97.85,102.26,94.72,100.06,101.22,107.72
TP0001112F05,TX004903,28022,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,97.76,97.55,94.74,97.24,94.95,99.53
TP0001112D02,TX004947,37730,100,mM,uM,1,0.33,0.11,0.04,0.01,0,98.19,93.11,88.93,84.75,87.68,92.54
TP0001114F03,TX004973,41653,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,101.63,99.9,91.23,96.43,102.34,100.61
TP0001111B02,TX005228,21959,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,69.74,101.77,95.98,98.7,87.71,102.96
TP0000866C02,TX005400,21559,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,81.05,97.6,103.32,97.83,99.2,105.22
TP0001076G12,TX005400,21559,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,81.05,97.6,103.32,97.83,99.2,105.22
TP0001092G12,TX005400,21559,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,81.05,97.6,103.32,97.83,99.2,105.22
TP0001219C12,TX005400,21559,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,81.05,97.6,103.32,97.83,99.2,105.22
TP0001113B01,TX005465,29223,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,89.69,94.71,97.49,95.26,93.59,106.3
TP0001110D01,TX005479,42356,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,117.27,106.83,93.28,104.9,103.93,100.38
TP0001111B08,TX005519,29353,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,125.65,106.5,98.82,101.77,91.84,108.04
TP0001113G02,TX005767,20379,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,77.21,109.08,111.19,121.03,96.07,93.85
TP0001109A07,TX005790,20814,50,mM,uM,50,16.67,5.56,1.85,0.62,0.21,58.71,99.18,97.78,99.3,98.95,92.63
TP0001109D09,TX006045,44718,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,108.48,95.07,85.11,98.28,96.79,96.11
T05_1A01,TX006143,47246,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,89.85,94.4,93.45,93.69,100.8,97.68
TP0000268C05,TX006143,47246,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,89.85,94.4,93.45,93.69,100.8,97.68
TP0000294C05,TX006143,47246,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,89.85,94.4,93.45,93.69,100.8,97.68
TP0000323A07,TX006143,47246,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,89.85,94.4,93.45,93.69,100.8,97.68
TP0000377C05,TX006143,47246,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,89.85,94.4,93.45,93.69,100.8,97.68
TP0000378C05,TX006143,47246,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,89.85,94.4,93.45,93.69,100.8,97.68
TP0000696A05,TX006143,47246,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,89.85,94.4,93.45,93.69,100.8,97.68
TP0000822D07,TX006143,47246,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,89.85,94.4,93.45,93.69,100.8,97.68
TP0000905H11,TX006143,47246,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,89.85,94.4,93.45,93.69,100.8,97.68
TP0000958E02,TX006143,47246,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,89.85,94.4,93.45,93.69,100.8,97.68
TP0000972E02,TX006143,47246,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,89.85,94.4,93.45,93.69,100.8,97.68
TP0000984E02,TX006143,47246,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,89.85,94.4,93.45,93.69,100.8,97.68
TP0001056H06,TX006143,47246,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,89.85,94.4,93.45,93.69,100.8,97.68
TP0001065H06,TX006143,47246,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,89.85,94.4,93.45,93.69,100.8,97.68
TP0001207N15,TX006143,47246,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,89.85,94.4,93.45,93.69,100.8,97.68
TP0001291B10,TX006143,47246,10,mM,uM,2,0.67,0.22,0.07,0.02,0.01,89.85,94.4,93.45,93.69,100.8,97.68
T05_1A11,TX006153,47259,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,114.04,122.07,104.54,98.2,93.35,92.29
TP0000397D03,TX006153,47259,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,114.04,122.07,104.54,98.2,93.35,92.29
TP0000447D03,TX006153,47259,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,114.04,122.07,104.54,98.2,93.35,92.29
TP0000448D03,TX006153,47259,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,114.04,122.07,104.54,98.2,93.35,92.29
TP0000459F06,TX006153,47259,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,114.04,122.07,104.54,98.2,93.35,92.29
TP0000493A09,TX006153,47259,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,114.04,122.07,104.54,98.2,93.35,92.29
TP0000815F04,TX006153,47259,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,114.04,122.07,104.54,98.2,93.35,92.29
TP0000853A01,TX006153,47259,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,114.04,122.07,104.54,98.2,93.35,92.29
TP0000900B09,TX006153,47259,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,114.04,122.07,104.54,98.2,93.35,92.29
TP0000954F05,TX006153,47259,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,114.04,122.07,104.54,98.2,93.35,92.29
TP0000968F05,TX006153,47259,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,114.04,122.07,104.54,98.2,93.35,92.29
TP0000980F05,TX006153,47259,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,114.04,122.07,104.54,98.2,93.35,92.29
TP0001055D06,TX006153,47259,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,114.04,122.07,104.54,98.2,93.35,92.29
TP0001064D06,TX006153,47259,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,114.04,122.07,104.54,98.2,93.35,92.29
TP0001207G20,TX006153,47259,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,114.04,122.07,104.54,98.2,93.35,92.29
TP0001291B07,TX006153,47259,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,114.04,122.07,104.54,98.2,93.35,92.29
T05_1B03,TX006157,47264,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,104.33,95.67,97.24,103.54,92.91,79.53
TP0000397A04,TX006157,47264,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,104.33,95.67,97.24,103.54,92.91,79.53
TP0000447A04,TX006157,47264,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,104.33,95.67,97.24,103.54,92.91,79.53
TP0000448A04,TX006157,47264,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,104.33,95.67,97.24,103.54,92.91,79.53
TP0000460C01,TX006157,47264,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,104.33,95.67,97.24,103.54,92.91,79.53
TP0000494A04,TX006157,47264,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,104.33,95.67,97.24,103.54,92.91,79.53
TP0000819G12,TX006157,47264,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,104.33,95.67,97.24,103.54,92.91,79.53
TP0000853A10,TX006157,47264,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,104.33,95.67,97.24,103.54,92.91,79.53
TP0000905E03,TX006157,47264,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,104.33,95.67,97.24,103.54,92.91,79.53
TP0000952B09,TX006157,47264,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,104.33,95.67,97.24,103.54,92.91,79.53
TP0000966B09,TX006157,47264,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,104.33,95.67,97.24,103.54,92.91,79.53
TP0000978B09,TX006157,47264,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,104.33,95.67,97.24,103.54,92.91,79.53
TP0001055G05,TX006157,47264,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,104.33,95.67,97.24,103.54,92.91,79.53
TP0001064G05,TX006157,47264,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,104.33,95.67,97.24,103.54,92.91,79.53
TP0001207E09,TX006157,47264,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,104.33,95.67,97.24,103.54,92.91,79.53
TP0001293H04,TX006157,47264,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,104.33,95.67,97.24,103.54,92.91,79.53
T05_1B06,TX006160,47267,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,86.83,88.89,90.12,95.47,99.18,100.62
TP0000397C11,TX006160,47267,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,86.83,88.89,90.12,95.47,99.18,100.62
TP0000447C11,TX006160,47267,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,86.83,88.89,90.12,95.47,99.18,100.62
TP0000448C11,TX006160,47267,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,86.83,88.89,90.12,95.47,99.18,100.62
TP0000461E02,TX006160,47267,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,86.83,88.89,90.12,95.47,99.18,100.62
TP0000500A09,TX006160,47267,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,86.83,88.89,90.12,95.47,99.18,100.62
TP0000823F09,TX006160,47267,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,86.83,88.89,90.12,95.47,99.18,100.62
TP0000850A02,TX006160,47267,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,86.83,88.89,90.12,95.47,99.18,100.62
TP0000880E05,TX006160,47267,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,86.83,88.89,90.12,95.47,99.18,100.62
TP0000960C06,TX006160,47267,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,86.83,88.89,90.12,95.47,99.18,100.62
TP0000986G02,TX006160,47267,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,86.83,88.89,90.12,95.47,99.18,100.62
TP0000987G02,TX006160,47267,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,86.83,88.89,90.12,95.47,99.18,100.62
TP0001054E02,TX006160,47267,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,86.83,88.89,90.12,95.47,99.18,100.62
TP0001063E02,TX006160,47267,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,86.83,88.89,90.12,95.47,99.18,100.62
TP0001208C05,TX006160,47267,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,86.83,88.89,90.12,95.47,99.18,100.62
TP0001290H01,TX006160,47267,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,86.83,88.89,90.12,95.47,99.18,100.62
