spid,spid_legacy,chid,stkc,stkc_unit,tested_conc_unit,CONC1,CONC2,CONC3,CONC4,CONC5,CONC6,CONC1_MTT,CONC2_MTT,CONC3_MTT,CONC4_MTT,CONC5_MTT,CONC6_MTT
TP0001060C01,TX006305,47525,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,92.93,92.86,94.63,100.35,95.76,95.9
TP0001069C01,TX006305,47525,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,92.93,92.86,94.63,100.35,95.76,95.9
TP0001206O21,TX006305,47525,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,92.93,92.86,94.63,100.35,95.76,95.9
TP0000905F09,TX006393,47349,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,86.29,105.07,105.99,109.74,111.37,95.71
TP0000960C09,TX006393,47349,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,86.29,105.07,105.99,109.74,111.37,95.71
TP0000986H06,TX006393,47349,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,86.29,105.07,105.99,109.74,111.37,95.71
TP0000987H06,TX006393,47349,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,86.29,105.07,105.99,109.74,111.37,95.71
TP0001060G09,TX006393,47349,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,86.29,105.07,105.99,109.74,111.37,95.71
TP0001069G09,TX006393,47349,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,86.29,105.07,105.99,109.74,111.37,95.71
TP0001291D12,TX006393,47349,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,86.29,105.07,105.99,109.74,111.37,95.71
TP0000865D06,TX006656,22880,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,84.96,103.55,103.4,96.68,98.17,101.31
TP0001079F04,TX006656,22880,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,84.96,103.55,103.4,96.68,98.17,101.31
TP0001095F04,TX006656,22880,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,84.96,103.55,103.4,96.68,98.17,101.31
TP0001222H04,TX006656,22880,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,84.96,103.55,103.4,96.68,98.17,101.31
TP0001110H08,TX006695,41200,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,47.77,31.95,25.5,44.76,90.26,99.52
TP0001110A09,TX006763,42169,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,101.57,96.63,98.32,92.26,86.2,104.6
TP0000865F05,TX006887,21478,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,102.53,122.16,125.63,119.78,105.8,108.78
TP0001077B12,TX006887,21478,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,102.53,122.16,125.63,119.78,105.8,108.78
TP0001093B12,TX006887,21478,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,102.53,122.16,125.63,119.78,105.8,108.78
TP0001222G05,TX006887,21478,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,102.53,122.16,125.63,119.78,105.8,108.78
TP0001076A04,TX006949,21131,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,96.74,103.69,99.35,102.3,110.2,105.69
TP0001092A04,TX006949,21131,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,96.74,103.69,99.35,102.3,110.2,105.69
TP0001220B01,TX006949,21131,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,96.74,103.69,99.35,102.3,110.2,105.69
TP0001057A12,TX007156,21928,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,97.35,101.75,112.41,108.61,106.45,102.05
TP0001066A12,TX007156,21928,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,97.35,101.75,112.41,108.61,106.45,102.05
TP0001292B06,TX007156,21928,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,97.35,101.75,112.41,108.61,106.45,102.05
TP0001078C01,TX007188,27240,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,95.18,102.54,102.7,98.67,95.02,98.37
TP0001094C01,TX007188,27240,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,95.18,102.54,102.7,98.67,95.02,98.37
TP0001219F10,TX007188,27240,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,95.18,102.54,102.7,98.67,95.02,98.37
TP0001113A01,TX007199,20511,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,104.74,101.06,96.6,93.93,93.37,105.96
TP0001112F07,TX007207,21824,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,102.33,114.04,108.58,97.21,98.81,103.01
TP0001109F01,TX007257,27292,100,mM,uM,0.01,0,0,0,0,0,103.59,102.5,100.67,96.17,92.51,101.16
TP0000864H03,TX007304,23817,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,91.53,100.71,102.05,96.83,94.14,98.25
TP0001079F03,TX007304,23817,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,91.53,100.71,102.05,96.83,94.14,98.25
TP0001095F03,TX007304,23817,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,91.53,100.71,102.05,96.83,94.14,98.25
TP0001222H05,TX007304,23817,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,91.53,100.71,102.05,96.83,94.14,98.25
TP0001112E09,TX007354,32389,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,5.11,78.79,84.42,90.46,95.47,92.03
TP0001109H09,TX007436,34317,118,mM,uM,1.18,0.39,0.13,0.04,0.01,0,103.73,99.33,102.99,97.37,94.32,104.83
TP0001110B09,TX007494,23296,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,95.17,90.85,95.29,93.4,105.71,97.17
TP0001111F05,TX007602,38700,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,107.3,114.33,97.11,101.38,95.87,104.82
TP0001114B03,TX007784,41663,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,92.94,101.32,94.26,113.4,106.46,104.9
TP0001110B06,TX007792,44430,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,108.87,103.82,112.57,102.81,89.34,104.15
TP0001112E10,TX007832,22437,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,49.19,79.21,88.38,89.42,97.97,93.07
TP0001110A07,TX007874,41389,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,93.15,94.61,94.95,93.49,84.74,105.16
TP0001076D04,TX008070,32417,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,96.17,95.11,97.15,95.68,95.84,94.7
TP0001092D04,TX008070,32417,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,96.17,95.11,97.15,95.68,95.84,94.7
TP0001222C05,TX008070,32417,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,96.17,95.11,97.15,95.68,95.84,94.7
TP0000866D08,TX008082,40268,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,78.15,96.81,97.11,97.48,99.41,95.7
TP0001077D06,TX008082,40268,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,78.15,96.81,97.11,97.48,99.41,95.7
TP0001093D06,TX008082,40268,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,78.15,96.81,97.11,97.48,99.41,95.7
TP0001219A12,TX008082,40268,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,78.15,96.81,97.11,97.48,99.41,95.7
TP0000395B12,TX008321,27236,14.3,mM,uM,14.3,4.77,1.59,0.53,0.18,0.06,107.24,107.34,108.48,97.41,96.79,96.9
TP0000422B12,TX008321,27236,14.3,mM,uM,14.3,4.77,1.59,0.53,0.18,0.06,107.24,107.34,108.48,97.41,96.79,96.9
TP0000424B12,TX008321,27236,14.3,mM,uM,14.3,4.77,1.59,0.53,0.18,0.06,107.24,107.34,108.48,97.41,96.79,96.9
TP0000425B12,TX008321,27236,14.3,mM,uM,14.3,4.77,1.59,0.53,0.18,0.06,107.24,107.34,108.48,97.41,96.79,96.9
TP0000457B06,TX008321,27236,14.3,mM,uM,14.3,4.77,1.59,0.53,0.18,0.06,107.24,107.34,108.48,97.41,96.79,96.9
TP0000505A08,TX008321,27236,14.3,mM,uM,14.3,4.77,1.59,0.53,0.18,0.06,107.24,107.34,108.48,97.41,96.79,96.9
TP0000823G11,TX008321,27236,14.3,mM,uM,14.3,4.77,1.59,0.53,0.18,0.06,107.24,107.34,108.48,97.41,96.79,96.9
TP0000841A05,TX008321,27236,14.3,mM,uM,14.3,4.77,1.59,0.53,0.18,0.06,107.24,107.34,108.48,97.41,96.79,96.9
TP0000903C12,TX008321,27236,14.3,mM,uM,14.3,4.77,1.59,0.53,0.18,0.06,107.24,107.34,108.48,97.41,96.79,96.9
TP0000952E08,TX008321,27236,14.3,mM,uM,14.3,4.77,1.59,0.53,0.18,0.06,107.24,107.34,108.48,97.41,96.79,96.9
TP0000966E08,TX008321,27236,14.3,mM,uM,14.3,4.77,1.59,0.53,0.18,0.06,107.24,107.34,108.48,97.41,96.79,96.9
TP0000978E08,TX008321,27236,14.3,mM,uM,14.3,4.77,1.59,0.53,0.18,0.06,107.24,107.34,108.48,97.41,96.79,96.9
TP0001062D04,TX008321,27236,14.3,mM,uM,14.3,4.77,1.59,0.53,0.18,0.06,107.24,107.34,108.48,97.41,96.79,96.9
TP0001071D04,TX008321,27236,14.3,mM,uM,14.3,4.77,1.59,0.53,0.18,0.06,107.24,107.34,108.48,97.41,96.79,96.9
TP0001119G05,TX008321,27236,14.3,mM,uM,14.3,4.77,1.59,0.53,0.18,0.06,107.24,107.34,108.48,97.41,96.79,96.9
TP0001206B22,TX008321,27236,14.3,mM,uM,14.3,4.77,1.59,0.53,0.18,0.06,107.24,107.34,108.48,97.41,96.79,96.9
TP0001293A01,TX008321,27236,14.3,mM,uM,14.3,4.77,1.59,0.53,0.18,0.06,107.24,107.34,108.48,97.41,96.79,96.9
TP0001113D09,TX008326,20443,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,100.53,112.6,110.02,106.39,95.25,91.39
TP0001112D09,TX008416,32654,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,91.75,96.05,96.72,93.56,96.61,103.73
TP0001114A09,TX008428,34497,100,mM,uM,1,0.33,0.11,0.04,0.01,0,105.02,104.31,95.93,100.96,103.59,100.96
TP0001111A08,TX008567,27756,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,99.19,100.2,96.37,86.9,95.87,92.44
TP0000866C04,TX008704,25401,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,88.19,97.91,97.15,94.42,90.92,96.7
TP0001075A12,TX008704,25401,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,88.19,97.91,97.15,94.42,90.92,96.7
TP0001091A12,TX008704,25401,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,88.19,97.91,97.15,94.42,90.92,96.7
TP0001219F12,TX008704,25401,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,88.19,97.91,97.15,94.42,90.92,96.7
TP0000864F11,TX008731,20433,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,92.61,95.19,98.01,91.87,97.59,100
TP0001079C03,TX008731,20433,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,92.61,95.19,98.01,91.87,97.59,100
TP0001095C03,TX008731,20433,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,92.61,95.19,98.01,91.87,97.59,100
TP0001219G11,TX008731,20433,20,mM,uM,2,0.67,0.22,0.07,0.02,0.01,92.61,95.19,98.01,91.87,97.59,100
TP0001111A03,TX008849,26706,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,102.72,98.49,96.88,86.9,99.4,94.76
TP0001111A12,TX009041,22526,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,66.73,86.9,89.21,82.96,92.54,91.33
TP0001109E11,TX009051,43915,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,48,1.95,57.39,103.78,102.41,102.29
TP0001114E08,TX009065,22396,50,mM,uM,50,16.67,5.56,1.85,0.62,0.21,80.43,88.89,82.77,90.32,99.59,99.9
TP0000394B09,TX009070,21244,12.5,mM,uM,12.5,4.17,1.39,0.46,0.15,0.05,103.49,105.91,102.37,103.06,107.72,104.96
TP0000410B09,TX009070,21244,12.5,mM,uM,12.5,4.17,1.39,0.46,0.15,0.05,103.49,105.91,102.37,103.06,107.72,104.96
TP0000412B09,TX009070,21244,12.5,mM,uM,12.5,4.17,1.39,0.46,0.15,0.05,103.49,105.91,102.37,103.06,107.72,104.96
TP0000413B09,TX009070,21244,12.5,mM,uM,12.5,4.17,1.39,0.46,0.15,0.05,103.49,105.91,102.37,103.06,107.72,104.96
TP0000455B03,TX009070,21244,12.5,mM,uM,12.5,4.17,1.39,0.46,0.15,0.05,103.49,105.91,102.37,103.06,107.72,104.96
TP0000469A04,TX009070,21244,12.5,mM,uM,12.5,4.17,1.39,0.46,0.15,0.05,103.49,105.91,102.37,103.06,107.72,104.96
TP0000821F11,TX009070,21244,12.5,mM,uM,12.5,4.17,1.39,0.46,0.15,0.05,103.49,105.91,102.37,103.06,107.72,104.96
TP0000881H06,TX009070,21244,12.5,mM,uM,12.5,4.17,1.39,0.46,0.15,0.05,103.49,105.91,102.37,103.06,107.72,104.96
TP0000949F06,TX009070,21244,12.5,mM,uM,12.5,4.17,1.39,0.46,0.15,0.05,103.49,105.91,102.37,103.06,107.72,104.96
TP0000963F06,TX009070,21244,12.5,mM,uM,12.5,4.17,1.39,0.46,0.15,0.05,103.49,105.91,102.37,103.06,107.72,104.96
TP0000975F06,TX009070,21244,12.5,mM,uM,12.5,4.17,1.39,0.46,0.15,0.05,103.49,105.91,102.37,103.06,107.72,104.96
TP0001056C04,TX009070,21244,12.5,mM,uM,12.5,4.17,1.39,0.46,0.15,0.05,103.49,105.91,102.37,103.06,107.72,104.96
TP0001065C04,TX009070,21244,12.5,mM,uM,12.5,4.17,1.39,0.46,0.15,0.05,103.49,105.91,102.37,103.06,107.72,104.96
TP0001121B01,TX009070,21244,12.5,mM,uM,12.5,4.17,1.39,0.46,0.15,0.05,103.49,105.91,102.37,103.06,107.72,104.96
TP0001208E13,TX009070,21244,12.5,mM,uM,12.5,4.17,1.39,0.46,0.15,0.05,103.49,105.91,102.37,103.06,107.72,104.96
TP0001291H11,TX009070,21244,12.5,mM,uM,12.5,4.17,1.39,0.46,0.15,0.05,103.49,105.91,102.37,103.06,107.72,104.96
TP0000235E09,TX009156,23889,17.2,mM,uM,17.2,5.73,1.91,0.64,0.21,0.07,507.88,508.51,591.66,490.38,463.49,438.49
TP0000248E09,TX009156,23889,17.2,mM,uM,17.2,5.73,1.91,0.64,0.21,0.07,507.88,508.51,591.66,490.38,463.49,438.49
TP0000822C05,TX009156,23889,17.2,mM,uM,17.2,5.73,1.91,0.64,0.21,0.07,507.88,508.51,591.66,490.38,463.49,438.49
TP0000882A02,TX009156,23889,17.2,mM,uM,17.2,5.73,1.91,0.64,0.21,0.07,507.88,508.51,591.66,490.38,463.49,438.49
TP0000886C03,TX009156,23889,17.2,mM,uM,17.2,5.73,1.91,0.64,0.21,0.07,507.88,508.51,591.66,490.38,463.49,438.49
TP0000957D04,TX009156,23889,17.2,mM,uM,17.2,5.73,1.91,0.64,0.21,0.07,507.88,508.51,591.66,490.38,463.49,438.49
TP0000971D04,TX009156,23889,17.2,mM,uM,17.2,5.73,1.91,0.64,0.21,0.07,507.88,508.51,591.66,490.38,463.49,438.49
TP0000983D04,TX009156,23889,17.2,mM,uM,17.2,5.73,1.91,0.64,0.21,0.07,507.88,508.51,591.66,490.38,463.49,438.49
TP0001043P24,TX009156,23889,17.2,mM,uM,17.2,5.73,1.91,0.64,0.21,0.07,507.88,508.51,591.66,490.38,463.49,438.49
TP0001194J01,TX009156,23889,17.2,mM,uM,17.2,5.73,1.91,0.64,0.21,0.07,507.88,508.51,591.66,490.38,463.49,438.49
TP0000865F12,TX009165,27323,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,99.41,99.56,95.52,100.2,100.52,99.33
TP0001079D02,TX009165,27323,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,99.41,99.56,95.52,100.2,100.52,99.33
TP0001095D02,TX009165,27323,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,99.41,99.56,95.52,100.2,100.52,99.33
TP0001219E11,TX009165,27323,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,99.41,99.56,95.52,100.2,100.52,99.33
TP0001114D10,TX009193,22421,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,104.69,97.25,85.63,94.8,104.59,100.31
TP0001111H03,TX009281,27333,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,112.67,110.88,99.04,99.17,97.66,111.29
TP0001111B01,TX009285,27345,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,149.41,114.54,101.3,107.21,89.6,100.35
TP0000866B01,TX009384,20451,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,104.42,109.55,109.11,103.8,106.1,94.96
TP0001076E12,TX009384,20451,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,104.42,109.55,109.11,103.8,106.1,94.96
TP0001092E12,TX009384,20451,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,104.42,109.55,109.11,103.8,106.1,94.96
TP0001222D04,TX009384,20451,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,104.42,109.55,109.11,103.8,106.1,94.96
TP0001112B08,TX009419,20625,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,85.27,103.99,125.12,96.26,110.87,95.89
TP0001112C04,TX009478,26906,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,111.47,107.49,101.93,97.46,106.4,96.98
TP0001140B08,TX009478,26906,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,111.47,107.49,101.93,97.46,106.4,96.98
TP0001109H01,TX009582,47473,34.4,mM,uM,34,11.33,3.78,1.26,0.42,0.14,111.14,109.43,105.78,95.07,95.8,104.44
TP0001110D12,TX009720,20233,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,56.37,110.49,99.41,98.22,100.05,99.19
TP0001054A06,TX009742,27200,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,107.89,109.21,108.77,91.23,83.11,86.4
TP0001063A06,TX009742,27200,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,107.89,109.21,108.77,91.23,83.11,86.4
TP0001206G06,TX009742,27200,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,107.89,109.21,108.77,91.23,83.11,86.4
TP0001109H07,TX009766,22391,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,90.41,98.47,97.5,96.15,88.82,99.21
TP0001058F02,TX009792,33664,22,mM,uM,22,7.33,2.44,0.81,0.27,0.09,87.99,92.85,92.48,96.79,95.29,97.35
TP0001067F02,TX009792,33664,22,mM,uM,22,7.33,2.44,0.81,0.27,0.09,87.99,92.85,92.48,96.79,95.29,97.35
TP0001291E06,TX009792,33664,22,mM,uM,22,7.33,2.44,0.81,0.27,0.09,87.99,92.85,92.48,96.79,95.29,97.35
TP0001111D05,TX009828,32591,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,92.03,98.23,86.55,91.3,94.7,100.43
TP0001109H06,TX010001,47433,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,92.73,103.6,101.28,100.55,92.36,106.29
TP0000960A05,TX010009,47429,9.4,mM,uM,9.4,3.13,1.04,0.35,0.12,0.04,93.29,94.08,98.64,93.29,105.36,106.79
TP0000986C07,TX010009,47429,9.4,mM,uM,9.4,3.13,1.04,0.35,0.12,0.04,93.29,94.08,98.64,93.29,105.36,106.79
TP0000987C07,TX010009,47429,10,mM,uM,9.4,3.13,1.04,0.35,0.12,0.04,93.29,94.08,98.64,93.29,105.36,106.79
TP0001043O01,TX010009,47429,9.4,mM,uM,9.4,3.13,1.04,0.35,0.12,0.04,93.29,94.08,98.64,93.29,105.36,106.79
TP0001056H10,TX010009,47429,9.4,mM,uM,9.4,3.13,1.04,0.35,0.12,0.04,93.29,94.08,98.64,93.29,105.36,106.79
TP0001065H10,TX010009,47429,10,mM,uM,9.4,3.13,1.04,0.35,0.12,0.04,93.29,94.08,98.64,93.29,105.36,106.79
TP0001207J04,TX010009,47429,10,mM,uM,9.4,3.13,1.04,0.35,0.12,0.04,93.29,94.08,98.64,93.29,105.36,106.79
TP0001110F04,TX010035,40484,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,115.65,108.45,102.1,100.05,104.36,98.12
TP0001111E07,TX010112,20114,44,mM,uM,4.4,1.47,0.49,0.16,0.05,0.02,49.53,80.11,73.51,71.36,75.23,70.35
TP0001114B06,TX010183,29572,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,55.24,49.65,29.72,94.29,94.64,100.12
TP0001110C11,TX010199,47425,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,110.59,100.06,106.49,101.28,109.37,100.5
TP0001111D06,TX010217,24255,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,99.57,96.65,84.72,94.7,97.5,103.23
TP0001109B12,TX010235,27721,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,73.68,106.08,104.44,107.02,105.03,100
TP0001112D06,TX010299,22394,100,mM,uM,10,3.33,1.11,0.37,0.12,0.04,98.98,92.09,92.88,89.27,90.06,94.58
TP0001113H12,TX011250,22100,100,mM,uM,100,33.33,11.11,3.7,1.23,0.41,95.69,94.98,81.46,96.53,91.87,94.62
TP0000396G06,TX011613,41097,12.6,mM,uM,12.7,4.23,1.41,0.47,0.16,0.05,106.41,108.94,96.13,96.48,97.86,101.33
TP0000434G06,TX011613,41097,12.6,mM,uM,12.7,4.23,1.41,0.47,0.16,0.05,106.41,108.94,96.13,96.48,97.86,101.33
TP0000436G06,TX011613,41097,12.6,mM,uM,12.7,4.23,1.41,0.47,0.16,0.05,106.41,108.94,96.13,96.48,97.86,101.33
TP0000437G06,TX011613,41097,12.6,mM,uM,12.7,4.23,1.41,0.47,0.16,0.05,106.41,108.94,96.13,96.48,97.86,101.33
TP0000458G06,TX011613,41097,12.6,mM,uM,12.7,4.23,1.41,0.47,0.16,0.05,106.41,108.94,96.13,96.48,97.86,101.33
TP0000488A07,TX011613,41097,12.6,mM,uM,12.7,4.23,1.41,0.47,0.16,0.05,106.41,108.94,96.13,96.48,97.86,101.33
TP0000815G07,TX011613,41097,12.7,mM,uM,12.7,4.23,1.41,0.47,0.16,0.05,106.41,108.94,96.13,96.48,97.86,101.33
TP0000847A05,TX011613,41097,12.7,mM,uM,12.7,4.23,1.41,0.47,0.16,0.05,106.41,108.94,96.13,96.48,97.86,101.33
TP0000902B09,TX011613,41097,12.7,mM,uM,12.7,4.23,1.41,0.47,0.16,0.05,106.41,108.94,96.13,96.48,97.86,101.33
TP0000951E08,TX011613,41097,12.7,mM,uM,12.7,4.23,1.41,0.47,0.16,0.05,106.41,108.94,96.13,96.48,97.86,101.33
TP0000965E08,TX011613,41097,12.7,mM,uM,12.7,4.23,1.41,0.47,0.16,0.05,106.41,108.94,96.13,96.48,97.86,101.33
TP0000977E08,TX011613,41097,12.7,mM,uM,12.7,4.23,1.41,0.47,0.16,0.05,106.41,108.94,96.13,96.48,97.86,101.33
TP0001062G04,TX011613,41097,12.7,mM,uM,12.7,4.23,1.41,0.47,0.16,0.05,106.41,108.94,96.13,96.48,97.86,101.33
TP0001071G04,TX011613,41097,12.7,mM,uM,12.7,4.23,1.41,0.47,0.16,0.05,106.41,108.94,96.13,96.48,97.86,101.33
TP0000395H06,TX011630,47598,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,97.67,111.45,96.25,105.78,104.96,117.93
TP0000422H06,TX011630,47598,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,97.67,111.45,96.25,105.78,104.96,117.93
TP0000424H06,TX011630,47598,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,97.67,111.45,96.25,105.78,104.96,117.93
TP0000425H06,TX011630,47598,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,97.67,111.45,96.25,105.78,104.96,117.93
TP0000456H06,TX011630,47598,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,97.67,111.45,96.25,105.78,104.96,117.93
TP0000477A11,TX011630,47598,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,97.67,111.45,96.25,105.78,104.96,117.93
TP0000822H08,TX011630,47598,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,97.67,111.45,96.25,105.78,104.96,117.93
TP0000851A09,TX011630,47598,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,97.67,111.45,96.25,105.78,104.96,117.93
TP0000881C08,TX011630,47598,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,97.67,111.45,96.25,105.78,104.96,117.93
TP0000948A09,TX011630,47598,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,97.67,111.45,96.25,105.78,104.96,117.93
TP0000962A09,TX011630,47598,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,97.67,111.45,96.25,105.78,104.96,117.93
TP0000974A09,TX011630,47598,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,97.67,111.45,96.25,105.78,104.96,117.93
TP0001055E07,TX011630,47598,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,97.67,111.45,96.25,105.78,104.96,117.93
TP0001064E07,TX011630,47598,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,97.67,111.45,96.25,105.78,104.96,117.93
TP0001206K19,TX011630,47598,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,97.67,111.45,96.25,105.78,104.96,117.93
TP0001293F06,TX011630,47598,20,mM,uM,20,6.67,2.22,0.74,0.25,0.08,97.67,111.45,96.25,105.78,104.96,117.93
TP0000395C07,TX011638,43709,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,85.27,89.34,88.37,88.05,91.02,85.98
TP0000422C07,TX011638,43709,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,85.27,89.34,88.37,88.05,91.02,85.98
TP0000424C07,TX011638,43709,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,85.27,89.34,88.37,88.05,91.02,85.98
TP0000425C07,TX011638,43709,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,85.27,89.34,88.37,88.05,91.02,85.98
TP0000457C01,TX011638,43709,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,85.27,89.34,88.37,88.05,91.02,85.98
TP0000501A04,TX011638,43709,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,85.27,89.34,88.37,88.05,91.02,85.98
TP0000823B03,TX011638,43709,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,85.27,89.34,88.37,88.05,91.02,85.98
TP0000848A08,TX011638,43709,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,85.27,89.34,88.37,88.05,91.02,85.98
TP0000900H10,TX011638,43709,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,85.27,89.34,88.37,88.05,91.02,85.98
TP0000951B11,TX011638,43709,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,85.27,89.34,88.37,88.05,91.02,85.98
TP0000965B11,TX011638,43709,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,85.27,89.34,88.37,88.05,91.02,85.98
TP0000977B11,TX011638,43709,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,85.27,89.34,88.37,88.05,91.02,85.98
TP0001058D03,TX011638,43709,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,85.27,89.34,88.37,88.05,91.02,85.98
TP0001067D03,TX011638,43709,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,85.27,89.34,88.37,88.05,91.02,85.98
TP0001206G09,TX011638,43709,10,mM,uM,10,3.33,1.11,0.37,0.12,0.04,85.27,89.34,88.37,88.05,91.02,85.98
